,comment,label,Unnamed: 0
424,"chán kh muốn nói, hỏng màu nào kh hỏng đi hỏng mẹ cái màu đẹp ? 1 là do vận chuyển 2 là do shop đó ạ !",negative,
425,"độ bền màu:quệt là bay mất công dụng:làm đẹp mắt kết cấu:nén hàng thì gần 2 tháng mới nhận được do dịch, lúc nhận được hàng thì phấn tan nát hết. mà mình ấn vào “đã nhận hàng” trước khi kiểm tra hàng nên shop không chịu trách nhiệm. xem như bài học rút kinh nghiệm lần sau.",neutral,
426,"công dụng:. kết cấu:. độ bền màu:. shop giao hàng lâu cực kì luôn, đã vậy còn đóng gói hớ hên để nát hết cả 1 bảng phấn mắt như vậy nữa. thật sự rất thất vọng luôn",negative,
427,thất vọng với khâu đóng gói sp của shop thật sự luôn mặc dù đã đặt bảng mắt nước ngoài nhiều lần nhưng chưa bgio bị vỡ tnay 1 phần là cũng do vận chuyển xa nhưng shop đóng gói vẫn sơ sài mở túi hàng bảng mắt đã rơi khỏi bọc khí bảo vệ,negative,
428,"bản màu rất đẹp nhưng bể mất hai ô do vận chuyển, shop đóng gói rất kém nha sơ sài ko có đồ để chống vỡ gì cả :((",negative,
429,"giao hàng lâu dã man đặt 20/11 tới 30/12 mới tới, hơn 1 tháng trời hàng đủ như hình màu hồng thấy cungz cute",positive,
430,"độ bền màu:chưa bt công dụng:đánh mắt giao hàng nhanh, nhưng phấn nhũ bể hết và bị vốn cục, ko bt do shop hay bên vận chuyển.",neutral,
431,"công dụng:trang điểm kết cấu:bột nén??? độ bền màu:chưa biết mình vừa mới nhận hàng, mở ra thì nó đã như vậy rùi. một ô phấn bị như thế này, phấn tãi khắp nơi trong hộp 😔. hơi shock với thật vọng chút xíu. mình chưa dùng nên chưa biết như thế nào.",negative,
432,thất vọng nha chịu lun ấy nhìn mng tự hiểu nha🥲🥲🥲🥲 lần đầu mua hàng mà nhận đc tệ v lun ko quay lại lần 2,negative,
433,"không biết là do vận chuyển hay do sản phẩm không chất lượng mà khi nhận đến tay thì hàng như hình, tan tành luôn",positive,
434,"nhìn thì đẹp nhưng chất ối dồi ôi -))) ncl chán đánh như kiểu không dính rơi lả tả, sợ luôn",negative,
435,"hàng không được bọc chống sốc, giao hàng đến mà vỡ mất 1 khối phấn mắt rồi, lan tứ tung trong hộp. chán chẳng buồn nói",negative,
436,công dụng:mat độ bền màu:bth nhu do choi tre co nhua op ep nhung voi gia la re mau len on,neutral,
437,"hình ảnh chỉ để nhận xu. màu mắt đẹp. đóng gói cẩn thận. đã test thử vài ô màu thầy màu khá đậm, lúc mới tô thì lên màu khá chuẩn nhưng để tầm 1 tiếng thì nó hơi ngả màu, nhưng tiền nào của đó nên ko sao edit: sau khi sử dụng nhiều tuần thấy nó ko phải hơi ngả màu mà tất cả màu đều ngả sang màu cam",negative,
438,"công dụng:khóa makeup độ bền màu:ổn gói hàng chắc chắn, bao bì đẹp, giao hàng đúng dự kiến. giữ nền ổn tầm 3 tiếng. đầu phun sương siêu mịn. mua đợt sale nên rẻ lắm, được trải nghiệm sản phẩm này vs giá rẻ, lần sau sẽ ủng hộ thêm 🥰",positive,
439,"shop chuẩn bị và giao hàng nhanh, gửi đúng và đủ sản phẩm. mình ở sài gòn, nhận được hàng sau 4 ngày. thiết kế xịn xò, chai nhựa cầm chắc tay, date xa. chưa dùng nên chưa thể review chất lượng.",positive,
440,"công dụng:xịt khoá lớp makeup độ bền màu:okela shop giao hàng nhanh, đóng gói sản phẩm cẩn thận, giao đủ và đúng thuộc tính sản phẩm. chai cầm sang trọng, tinh tế, chắc tay, phù hợp da dầu. cảm ơn shop nhiều nha",positive,
441,"shiper than thien, giao hàng nhanh. dong goi chac chan. sp tot tuyệt vời. chac chan se ủng hộ shop trong lan mua tiep theo. nen mua nha mn",positive,
442,"hiệu ứng làm đẹp:finished cũng đẹp, k có bóng, chai trắng mới bóng lợi ích:ch xài đi đâu nên tạm thời ch biết giá này quá hời lun í, rẻ hơn mấy chai xịt khoá khc, dung tích cũng nhiều nữa, xịt ra rất mịn nha, đã cực kì xịn ra mịn lắm luôn, mà về độ kiềm dầu với lại giữ lớp makeup thì mình ch biết mà hi vọng cũng ổn",positive,
443,công dụng:setting makeup độ bền màu:7/10 shop đóng gói vả gửi hàng rất nhanh. được tặng kèm kem nền testing. bình xịt cầm chắc tay. nắm cũng rất chắc chắn. tia xịt ra nhẹ nhàng ko có đâu hiệu vỡ tia xịt. giữ nền ổn. vẫn dính ra khẩu trang bình thường nhưng ko quá nhiều,positive,
444,"shop giao hàng nhanh, đóng gói đẹp không bị gì, đặt lúc giảm giá nên mua giá re, mua tặng bặn nên không biết dùng ok không.",positive,
445,độ bền màu:rất ổn công dụng:khoá lớp nền trang điểm gói hàng cẩn thận. đợi hàng cũng nhanh k lâu. xịt khoá mình thấy khá là bền. mùi thơm dễ chịu. dạng xịt phun sương tiện lợi cực kì . dễ sử dụng . này cũng giống như xịt khoá quốc dân r . 10 điểm🥰,positive,
446,chai nhỏ gọn trong lòng bàn tay hợp đem đi đi lịch mùi hương thơm xịt tầm 1p sau sẽ k còn mùi! lúc mình xịt là da mình đang ra dầu khi xịt xong thì mặt đã khá là khô thoáng mn nên mua dùng thử nha,positive,
447,làm đẹp:yepp kinh nghiệm sử dụng:đang học hỏi bao bì:xinh xem rì viu thấy mn rcm nên cũng mua thử. ấn tượng xinh với cách đóng gói và bao bì. chất lượng sp thì chưa dùng nên không biết nói saooo ựaaa,positive,
448,"xịt khoáng chất lượng, mùi thơm nữa khoá make up cũng đỉnh á mn, chắc tuỳ mỗi người mình giữ được lớp make tầm 5,6 tiếng nha",positive,
449,"độ bền màu:chưa sử dụng công dụng:giữ nền sản phẩm mẫu mã đẹp, cầm chắc tay, vòi xịt đều, mịn, hàng quốc tế nhưng đi khá nhanh nha, shipper thân thiện lịch sự. nếu hiệu quả giữ nền tốt sẽ ủng hộ shop tiếp nha",positive,
450,"công dụng:xịt khóa makeup độ bền màu:tốt đóng gói hàng cẩn thận hong bị móp méo , bao bì mẫu mã đầy đủ , mùi thơm nên mua nhaaa",positive,
451,hiệu ứng làm đẹp:xit co dinh kinh nghiệm sử dụng:chưa có bao bì:tốt bao bì đóng gói cẩn thận có bọc chống sốc. chưa dùng nên chưa biết tn. thấy mn riviu tốt nên mua.,positive,
452,độ bền màu:tốt công dụng:xịt nền giá thành rẻ mà xịt cực êmm chắc da mình hợp với nó á mà giữ còn lâu nữa cho 5 sao nha,positive,
453,"công dụng:mọc tóc, dầy tóc mùi hương:bưởi dành cho da:mọi da đầu sau 1 tháng sử dụng mình cảm thấy tóc rụng nhiều hơn, không có tóc con mọc lên hay làm dài tóc. sẽ kiên trì sử dụng rồi quay lại đánh giá tiếp",positive,
454,công dụng:giảm rụng kích mọc tóc mùi hương:hương bưởi giao hàng nhanh lần đâu mua sản phẩm bên shop nên ko biết hiệu qả ra sao. đánh giá chỉ mang tính chất nhận xu,neutral,
455,thấy nhỏ em mua xài nên mua thử được tặng kèm kẹp tóc cũng ok đóng gói kĩ chắc chắn săn sale rất rẻ 2 chai có 160 mấy nghìn mới xài nên chưa chắc chắn về chất lượng rất thơm mùi bưởi xài ok sẽ mua tiếp,positive,
456,"mùi hương:mùi bưởi công dụng:giảm rụng tóc nhưng chưa rõ giao hàng nhanh, gói hàng cẩn thận. có quà kèm theo sản phẩm ( 1 cái kẹp tóc). mới dùng đc khoảng 3 tuần chưa thấy cải thiện j sẽ tiếp tục sử dụng nếu có cải thiện sẽ ủng hộ shop tiếp. dùng k bị bết tóc.",positive,
457,"mùi thơm lắm, xịt lên không bị bết tóc. ko biết hiệu quả mọc tóc sao chứ mình xint được 1/4 chai thấy tóc rụng nhiều hơn =)))) thôi để dùng hết chai xem có mọc thật ko rồi quay lại sửa đáng giá 🥰",positive,
458,"bao bì:chắc chắn, đẹp mắt hương thơm:mùi bưởi nhẹ nhàng sản phẩm cầm chắc tay, vỏ hộp tuy hơi méo nhưng sp bên trong vẫn nguyên vẹn . chưa dùng nên chưa biết được chất lượng như nào. lần đầu mua hàng bên shop thấy cũng hài lòng đợi mình dùng xong sẽ quay lại review cho mn",positive,
459,"công dụng:mọc tóc mùi hương:bưởi dành cho tóc:moi loại tóc mùi hương thơm dịu, xịt lên da đầu tóc con ra nhiều, đang dùng chai thứ 2( cả nhà 3 người đều dùng). nói chung loại này ok.",positive,
460,lúc đầu mình tưởng bình nặng lắm nhưng mua về thì hoá ra là chai nhựa còn tặng nhìu đồ cũng hok sao về cũng khá nhanh lun tui đặt ngày 12.12 săn seo nên còn 89k rẻ quá hòi,positive,
461,làm đẹp:rung tóc mẹo:xit trc khi ngu bao bì:dep thấy thơm mùi bưởi rõ ràng mà sử dụng chắc hết chai ms thấy hiệu quả,positive,
462,mùi dễ chịu nhưng mình tưởng là chai tuỷ tinh hay chai nhựa dày k nghĩ là chai nhựa lỏng vậg lắp vòi vào là k đóng được nắp luôn 🥹,neutral,
463,công dụng:mocj tóc dành cho tóc:mọi loại tóc mùi hương:bưởi mình dùng hơn tuần rồi mới đánh giá. thấy marketing nhiều tuy nhiên mình dùng thấy rụng tóc nhiều hơn tưởng sắp hói đầu lun rồi chứ. mình ngừng dùng thì thấy đỡ hẳn lun ý,positive,
464,"công dụng:trị rụng tóc, giúp tóc mọc dài, dày mùi hương:bưởi dành cho da:da đầu sản phẩm thơm, tốt, tuy nhiên đợt này k thấy shop tặng thêm vòi xịt dự phòng.",positive,
465,mùi hương:thơm nhẹ mk cx mua xịt bưởi mấy lần r và mk thấy sp cũ lọ màu xanh thơm hơn và tinh dầu nhiều hơn sp này mong là đừng tắc vòi vì mk chỉ có 1 cái vòi duy nhất này thôi,positive,
466,chưa sử dung nên chưa biết nhưng giao hàng nhanh đóng gói kỹ shop còn tặng quà có cái phải trừ là lúc gắn vòi vô thì nấp sẽ đậy ko dc,positive,
467,giao nhanh. đóng gói ổn. lần trước mau trên tt còn được 3 vòi xịt. lần này có mỗi 1 vòi. xịt được 3-4 lần tắc luôn. chịu,negative,
468,"công dụng:mọc tóc mùi hương:bưởi dành cho tóc:thưa ít chưa dùng nen k biết ntn, nhg sp bao bì đóng gói đẹp, cs kèm vòi xịt và đc tặng 1 crunchis cute nữa, trong tinh dầu hình như cs lấp lánh nhìn đẹp lắm, k biết xịt lên tóc như nào",positive,
469,mùi hương:mùi thơm công dụng:giúp tóc chắc khỏe dành cho tóc:khô sơ rụng nhiều mùi rất thơm được shop tặng cả dây buộc tóc rất đẹp cảm ơn shop rất nhiều .còn về sản phẩm thì mình chưa dùng nhưng mùi thơm,positive,
470,"dành cho tóc:rụng , mùi hương:bưởi công dụng:giúp mọc tóc ,dưỡng tóc cho tóc khoẻ mik ch sử dụng mới mua về thoi nên ch bt ..................'djnndndndnjdkdkdkdkdjekkekekekekkekekekekkeoeoeoeodokdjdnndjehehejieowoeoekkdkckfkrkkr thấy hàng đóng gói kĩ càng còn tặng kẹp tóc nx r giấy tùm lum nói chung là rất okeeeeeeeeeeeee",negative,
471,"công dụng:mọc dưỡng tóc mùi hương:có mùi dành cho tóc:ít giao hàng nhanh, đóng gói, bao bì đẹp, chưa sử dụng nên chưa biết công dụng, có mùi hương bưởi.",positive,
472,"công dụng:giảm rụng tóc, mọc tóc dành cho tóc:tóc rụng và ít tóc mùi hương:thơm bưởi mới thử lần đầu nên chưa biêt hiệu quả hay không, shop đóng gói kĩ, có tăng cột tóc, nếu hiệu quả sẽ ủng hô shop",positive,
473,"công dụng:kích mọc tóc dành cho tóc:mọi loại tóc mùi hương:thơm nhẹ sau 1 tg sử dụng thì thấy cũng có công dụng nhen mng, tuy ko nhiều nhưng tóc con có mọc thích nhất là lúc xịt ra ko bị bết tóc, mùi thơm nhẹ nhẹ. chai lọ chắc chắn,vòi xịt ko bị tắc nói chung là okela 🤌🏻",positive,
474,"dành cho tóc:all công dụng:giúp mọc tóc mùi hương:hương bưởi giao hàng nhanh. đóng gói hàng cẩn thận, chu đáo. ko biết dùng có hiệu quả ko nhưng khi vặn nắp ra thấy mùi hương ko quá nồng nặc, dễ chịu. nói chung là ổn áp.",positive,
475,dành cho tóc:mỏng công dụng:xit duong toc đóng gói sp kĩ càng được tặng kẹp tóc shop quá chi tinh tế mình lở xé mất hộp rồi nhưng shop gói hàng rất đẹp 💯😊😊😊😊😊😊,positive,
476,mùi hương:bưởi công dụng:.. dành cho tóc:yếu rụng đầu tiên là giao hàng nhanh lần thứ ba mua sản phẩm của hãng vi vì nghe riviu cho rằng sài oke lắm. tình trạng tóc thì cũng ổn nếu biết sài đúng dầu gội kết hợp. hình tóc mình trên là do mình sài sai dg và ko kết hợp xịt bưởi nên tóc mới rụng nhiều deer lại mảng hói to ở đỉnh đầu. h bắt đầu sài lại nên tấm đầu tiên nhìn cũng đỡ xíu. shop còn tặng cây kẹp ❤️ sẽ tiếp tục ủng hộ,positive,
477,"làm đẹp:dưỡng tóc lợi ích:chưa dùng nên chưa biết kinh nghiệm sử dụng:đã từng dùng xịt của hãng cocoon rồi, vì vấn đề vòi xịt nên chuyển qua vi dùng thử hàng chính hãng, có lớp tinh dầu ở trên, mùi cam chanh dịu nhẹ, có nsx, hsd, số lô đầy đủ in rõ nét, có tem niên phong. hộp chất liệu dày chắc chắn, được tặng cột tóc xinh. chưa dùng nên mình chưa nhận xét được.",positive,
478,"dành cho tóc:cos mùi hương:thơm mùi bửoi nhẹ công dụng:kích thích mọc tóc hàng về nhanh, rất thích mùi này vì nó thanh nhẹ và ko bết tóc . ko gây rát da đầu nữa. còn hiệu quả thì để sau một tháng quay lại rv nốt",positive,
479,dành cho tóc:thua mùi hương:bưởi công dụng:kích mọc tóc tui thấy nhà vijuly mùi xịt này đặc bưởi thơm lắm á !! đóng gói siêu cẩn thận được tặng quà săn deal mua đc giá hời . nv nhiệt tình! còn nói đến công dụng tui mới sử dụng 2 tuần chưa thấy hiệu quả là bao mong sớm mọc tóc chứ tui rụng nhiều quá sắp hói đến nơi rùiii !!! để 4 sao nha nếu hiệu quả tui sẽ mua thêm đến khi phục hồi đc tình trạng rụng tóc,positive,
480,dành cho tóc:nào cũng được mùi hương:bưởi giao hàng nhanh ghê đóng gói đẹp còn được tặng thên 1 cái cặp tóc để mk dùng xong r quay lại đánh giá tiếp nha,positive,
481,lợi ích:chăm sóc tóc hương thơm:ok kinh nghiệm sử dụng:chưa rõ shop đóng gói cẩn thận nè. được tặng kèm kẹp tóc nữa. dùng thử nếu hiệu quả thì ủng hộ shop tiếp ạ.,positive,
482,"dành cho tóc:đúng mùi hương:thơm công dụng:giúp mọc tóc, phục hồi hư tổn. giao hàng nhanh, đóng gói rất cẩn thận. mùi rất thơm, mình xài rôi thấy ok nên đặt tiếp. đáng để mua nha.",positive,
483,"bao bì/mẫu mã:đẹp công dụng:bấm mi hàng nhìn đẹp, shipper thân thiện, shop còn tặng thêm miếng khác để thay. nhưng nếu muốn nó được đẹp hết mức có thể thì mn nên chuốt mi r hãy bấm nha",positive,
484,dụng cụ bấm mi êm . bấm không bị đau. có thêm 1 miếng silicon để thay thế khi miếng cũ bị hư. giá thành phù hợp.,positive,
485,"bấm mi, giá rẻ , sài được, giao hàng tp hcm nhanh chóng, đóng gói cẩn thận",positive,
486,"đã sử dụng qua nhiều loại bấm mi, muốn thay đổi loại khác xem như thế nào. nhưng theo mình thì hơi thất vọng một chút. bấm mi không được cong lắm đâu, để so với những loại mình từng thử qua thì có lẽ không đáng để thử. shop chuẩn bị hàng nhanh, đóng gói cẩn thận.",negative,
487,"bao bì/mẫu mã:cũng ổn công dụng:kẹp mi, mad cũng rất lâu mới cong nói chung tiền nào của đó, mình mua giá sale, nên cũng k dám đòi hỏi mình phải kẹp rất lâu nó mới cong mà cũng k ưng lắm, mua xài đỡ đỡ thì ok vs giá🤡",positive,
488,"công dụng:bấm mi làm cong mi bao bì/mẫu mã:đẹp shop giao hàng nhanhh lắm ạ , chưa sử dụng qua nên chưa biết chất lượng sản phẩm như thế nào",positive,
489,bao bì/mẫu mã:đẹp công dụng:giúp lông mi cong giao hàng nhanh đóng gói cẩn thận hàng dùng ok bấm tương đối ổn chx thấy cong mấy,positive,
490,kinh nghiệm sử dụng:kẹp mi cong bao bì:tốt mẹo:kẹp mi thời gian giao hàng nhanh đúng mẫu đóng gói sản phẩm chắc chắn,positive,
491,"bao bì/mẫu mã:??? công dụng:cong mi dễ bấm, dễ sử dụng, muốn cong hơn nữa thì hơ thêm lửa.",negative,
492,nó không có ôm sát mi như mình nghĩ đâu giao hàng khá là nhanh ạ.,neutral,
493,"giao nhanh, sp cũng được nhưng bấm cũng không được cong mi lắm, shop cũng tặng kèm thêm miếng đệm mi",positive,
494,"săn sale mua có 37k thui. rẻ mà xài ok phết, cũng dễ bấm. shop tặng thêm 1 miếng đệm để thay nữa",positive,
495,bao bì/mẫu mã:ok công dụng:ok hàng thấy bao bì ok mà chưa sài nên chưa biết nữa nha nhưng thấy nên mua ạ hình ảnh mang tính chất nhận xu thôi á,positive,
496,dụng cụ bấm lông mi focallure chất lượng của sản phẩm ok. bấm mi,positive,
497,"kẹp mi cũng tạm, cũng cong nma hơi dính thịt xíu, giá rẻ nên cũng khá ok rồi",positive,
498,"độ bền màu:ổn công dụng:makeup eoo ơi xinh lắm mn ạ, em nhận hàng trước mắt ưng bao bì gói hộp trong cưng xỉu, hộp nhỏ vừa cầm trong cute lắm kem thì e test qua thấy thơm mịn lắm chưa sd nên hông bít bền bao lâu ạ. nên mua nhé mn, đóng gói kĩ lắm lun ạ hehee",positive,
499,"che phủ ở tầm trung, chấm 6/10 thui 🥺 mình xài em này xong xài cushion và 1 loại ckđ nữa mới đc như nì á. nhưng mn có thể dùng bảng này để che quầng thâm mắt và mụn đỏ nha. khá hiệu quả",positive,
500,"hộp khá đẹp, chưa biết có chắc chắn hay không. che phủ tốt, nhiều màu để lựa chọn. chống nước ở mức khá. so với giá tiền thì sản phẩm rất nên thử 1 lần.",positive,
501,"công dụng:che khuyết điểm độ bền màu:trung bình bảng kem che khuyết điểm của focallure được thiết kế dưới dạng hộp hình chữ nhật bằng nhựa trắng, với nắp gập trong suốt, khá gọn nhẹ, nhưng vẫn tạo được cảm giác chắc tay khi cầm. khi sử dụng, chất kem khá mỏng mịn, dễ tán và tệp lên da. không có cảm giác nhờn rít hoặc nặng da mặt. kem có mùi thơm nhẹ, không nồng không gắt.",negative,
502,độ bền màu:chị dungs keen k bt công dụng:che khuyết điểm giao hàng nhanh giá cả hợp lý đống gói hàng cẩn thận shop tư vấn nhiệt tình shipper thân thiện,positive,
503,"đóng gói cẩn thận, bao bì đơn giản nhưng xinh, giá cũng không quá đắt nên thật ra cũng không đòi hỏi nhiều về chất lượng. cơ mà dùng cũng okey á, vì mình trang điểm sương sương nên dùng cũng hài lòng",positive,
504,công dụng:kem che khuyết điểm độ bền màu:độ che phủ tạm ổn mình chưa sử dụng lên mặt nhưng check ở tay thì thấy cũng chấp nhận được,neutral,
505,"công dụng:che khuyết điểm độ bền màu:01 giao hàng đúng hẹn, che khuyết điểm cũng ổn so với giá tiền, cầm chắc tay. hãng focallure thì quá quen thuộc cho ai đang tập tành makeup",positive,
506,"lợi ích:che khuyết điểm, triệt sắc kinh nghiệm sử dụng:theo hướng dẫn sử dụng làm đẹp:tốt gói hàng đơn giản, giao hàng nhanh, chất mịn",positive,
507,"giao hàng nhanh, đóng gói cẩn, kem che khuyết điểm dễ tán nhưng độ che phủ chỉ phù hợp với những nốt mụn đỏ còn mụn thâm thì không ăn thua. nói chung là khá phù hợp với giá tiền",positive,
508,"công dụng:che khuyết điểm độ bền màu:trung bình giao hàng khá nhanh, bao bì đẹp, mức giá ổn, chưa sử dụng nên chưa rõ mức độ chất lượng",positive,
509,độ bền màu:ổn công dụng:che khuyết điểm bảng này có nhiều ô màu mà khi đánh lên mình đều thấy màu phấn sáng na ná nhau nên xài ô nào cũng dc. mình dùng để che mấy nốt mụn đỏ thấy độ che phủ ổn. so vs giá thành thì chất lượng oke.,positive,
510,"công dụng:che khuyết điểm độ bền màu:2 tiếng đổ lại mình mới ngủ dậy mặt khô nma che ko để vết lắm, nói chung giá này thì ổn nma độ bền màu thì chỉ 2 tiếng đổ lại th nha",neutral,
511,mình dùng rồi nhé ai biết sử dụng thù sẽ đẹp còn mình thì thấy tiền nào của đó chất lượng phù hợp với giá tiền cungz được chất đặc mướt,positive,
512,"giao đúng hàng,hộp cầm chắc tay cực , nắp đóng mở cx cực kì chắc chắn, đóng gói ok tuy nhiên mình chưa thử nên chưa bik chất lượng ra sao:33",positive,
513,"công dụng:đeo mùi hương:0 cá mình đeo thử thì thấy len không cộm mấy như mấy loại khác mình mua, lens đẹp, shop có tặng kèm hộp đựng nma nước ngâm phải mua riêng nha. mình 0 để ý nên tưởng lens có nước ngâm r.",positive,
514,mùi hương:kh có công dụng:lens cận hàng qte nhưng ship khá nhanh khg 5 ngày. sp nhận đc đủ đúng độ cận mik đặt( shop tư vấn độ cận lens tuỳ mắt mỗi ng nhé) cs tặng nước ngâm lens khay đựng lens dụng cụ gắp đeo lens cẩn thận. chưa sd nên đánh giá 4⭐️ nhé sau vài ngày sẽ ql feedback sau.,positive,
515,"đúng như miêu tả ạ. chi phí hợp lí ợ. đồ bao gồm cặp kính, nước ngâm rửa kính và bộ dụng cụ. đeo vào mắt mình to hơn ạ.",negative,
516,"nhận hàng hồi sáng nma để ngâm đủ 8 tiếng test luônn để xem nnao thì thấy oki nhe, lens đeo cũng êm còn độ cộm thì vẫn có nma kh đáng kể nha, tui đeo thử 2 tiếng thì thấy vẫn ổn, vẫn êm, màu thì tự nhiên kiểu chiếu thẳng đèn nó mới thế còn bthg thì đeo đi học thoải mái nhe, có độ nhấn mắt nhất định. để mai đeo thêm thử xem sao rồi tui nêu cảm nhận tiếpp 🥰",positive,
517,len xinh nhìn tự nhiên mắt trong trẻo hơn hẳn lun í nhma nếu hộp len này đc lắp thêm cái gương thì mình thấy sẽ oce hơn ạ,positive,
518,mùi hương:không mùi công dụng:nhìn đời ảnh trên mạng với ngoài đời nó khác nhau lắm chả thấy giống gì cả màu nó bị nâu quá . trên ảnh thấy nó không nâu như thế nhận về tưởng giao nhầm màu nhưng mà chắc shop giao đúng màu.,negative,
519,"công dụng:làm mắt đẹp hơn chưa biết lens đeo ổn không nhưng mà bao bì sao mà nó đẹp zữ luôn mấy bà cute dã man trái tim đồ💖💅🏻 quà tặng như hình là túi trắng kia mà shop tặng túi trái tim k hợp gu tui lắm tại nó là da nhìn hơi kì kì,nếu là trơn thì đẹp hơn nhưng túi dày dặn xịn lắm nha ,kphai mấy tui lởm da mềm có mùi tanh đâu ,bên trong có 2 dây đeo xịn sò lắm",positive,
520,"công dụng:mắt xinh, mắt đẹp, mắt nhìn đường mùi hương:không lens màu xinh, kh bị cộm, nhma mình đặt lens lệch độ mà shop giao 1 cặp độ như nhau, nhắn shop kh rep lại luôn 🥲 nên trừ nhẹ 1 sao ạ.",positive,
521,"công dụng:oke mùi hương:oke hàng về hơi lâu tuag)- chủ nghĩa mác do c. mác và ph. ăngghen sáng lập vào khoảng giữa những năm 40 thế kỷ xix ở tây âu, đến cuối thế kỷ xix, đầu thế kỷ xx, trong điều kiện mới đã được v.i. lênin bổ sung, phát triển nên gọi thành chủ nghĩa mác - lênin",negative,
522,"shop giao hàng rất lâu, lâu hơn mấy shop quốc tế khác. shop tặng kèm khay đựng lens, bao bì đẹp, săn sale đc giá rẻ. mình chưa đeo thử, nếu đeo êm lần sau sẽ quay lại mua tiếp",positive,
523,"công dụng:lens mùi hương:ko có giao hàng nhanh, đóng gói cẩn thận. tuy nhiên mik đặt lens 7.5 thì lại giao 7.0 🥲 7.0 mình vẫn có thể nhìn đc nhưng mong shop lần sau giao đúng độ nhé",positive,
524,"- packaging chắc chắn, đẹp nha - mắt mình đen nhiều hơn nâu nên đeo lens k lên rõ màu nâu lắm, ra chỗ sáng hay add filter thì thấy rõ hơn xíu nè - về độ cộm thì chắc chắn có nha, mình xài qua mấy hãng r nhưng chưa bh gặp cái lens nào là k cộm hết 😗 ít nhìu vẫn có thôi - à, lens hãng này mình thấy có độ bóng khá rõ nha. có những lens nếu k lên màu rõ sẽ cảm giác như mắt thường vậy, nhưng lens này màu k rõ mà mình cảm thấy 👁️ vẫn bóng bóng, này cảm nhận của riêng mình thôi nhe",positive,
525,"lens lên mắt thấy đẹp ,đeo mấy lần mà vẫn thấy cộm nhé, đeo tầm nửa tiếng 1 tiếng gì đó là thấy mắt khô khô",negative,
526,"lens giao hàng rất lâu, nhắn tin toàn tin nhắn tự động( rất lâu mới trả lời,phải đến mấy ngày- điểm trừ lớn) nhưng lens đeo thử khá là ok, tốt",positive,
527,"công dụng:lens mùi hương:k có shop quốc tế ship hàng tầm 5 ngày là nhận được hàng, có áp mã nên giá hơn 100k đeo cũng tạm okie nha. shop có tặng khay với nước ngâm",positive,
528,"màu sắc:đen nâu chất liệu:cotton đúng với mô tả:đúng đã mua nhiều lần nhưng lần này là lần đầu mua trên shopee, chất mặc ok, mua trên này vì thấy có mã giảm giá",positive,
529,"chất liệu:cotton đúng với mô tả:đúng với mô tả màu sắc:xanh mint giao hàng nhanh, cảm giác sờ vào vải mát tay. áo hơi dài hơn so với người. mặc ổn sẽ mua thêm các sp khác",positive,
530,đúng với mô tả:màu đúng với lúc đặt mặc thích giá rẻ chất rất ok chơi thể thao hút mồ hôi đã mua lần thứ 3 rồi mà vẫn ưng chất của áo mọi người lên mua về mặc,positive,
531,"màu sắc:màu đẹp, đúng mô tả. giao hàng nhanh. vải mịn. tuy nhiên nách áo khoét quá sâu, quá ngắn. chỉ cần giơ nách lên là thấy hết lông nách. điểm trừ rất lớn.",positive,
532,"hàng chuẩn, đúng sz đúng mẫu mã. vài co giãn có vẻ khá mát nha. có hơn 100k 1 áo, giá rất hợp lý",positive,
533,"áo thun nam mang nét lịch thiệp của áo sơ mi và năng động của áo thun nam. vì thế, quý ông có thể dễ dàng phối với các loại quần khác nhau: quần jean, quần short, quần kaki, quần tây golf để tạo nên các phong cách thời trang ấn tượng, khác biệt cho riêng mình.",positive,
534,áo đẹp dày dặn. nhưng sao phom s này lại rộng hơn 2 màu cũng size s khác. hơi thất vọng xíu...,negative,
535,phom áo rộng nhé cả nhà không phải ôm body đâu ạ. vải đẹp mà màu đen đẹp hơn màu trắng,positive,
536,đường may tương đối ổn vải tương đối ok không quá dầy qua mỏng .,positive,
537,"chất liệu:đẹp đúng với mô tả:đẹp không có gì để ban màu sắc:màu sắc như trong ảnh một bước sai,vạn lối tắc đạp đổ nguyên tắc, vạn lối đi",positive,
538,màu sắc:den chất liệu:áo cot tông thấm mồ hôi đúng với mô tả:đúng với hình ảnh đăng giao hàng nhanh áo vải cũng được hơi mỏng so với mong đợi nhưng mua được giá trên live nên cũng rẻ hơn so với ơ ngoài cửa hàng,positive,
539,"đã nhận được áo rồi nhé shop, chất liệu ok, có thêm nhiều màu mới sẽ quay lại ủng hộ ạ",positive,
540,"màu sắc:xám nhạt đúng với mô tả:đúng chất liệu:vải cotton sản phẩm ổn, mặc khá mát, mua đc giá sale trên shopee nên khá hợp lý chứ giá ngoài cửa hàng khá đắt",positive,
541,"mất phí gì 👉🏻chương trình sẽ áp dụng đến h 👉🏻em nhắn để xác nhận thông tin voucher dành tặng tới mình. hẹn gặp chị vào thời gian sớm nhất, để tránh bỏ lỡ phần quà may mắn này 👉🏻khi tới, chị nhớ mang theo tin nhắn xác nhận này giúp em ❤️chúc chị một ngày an lành ❤️",positive,
542,áo phù hợp giá tiền áo co giãn đóng gói cẩn thận màu đen tươi nhé,positive,
