,comment,label
349,"chất lượng sản phẩm:tốt nên mua đúng với mô tả:đúng như đã đặt múc chính hãng , nhẹ k nặng như nghĩ . có thể tháo để giặt , kính chắc chắn, dầy dặn",positive
350,sản phẩm là rất tốt nha mọi người như ở chỗ mình thì bây giờ đang lạnh nếu như đội này ra đường thì rất là tuyệt vời luôn vừa ấm giữ cho đầu cho tai còn có lớp kính rất trong suốt nữa rất là tiện đay lên để xuống nữa ở bên trong nữa mọi người nên mua nhé,positive
351,"mũ nhẹ êm, màu đẹp mọi người nên mua. shop nên kiểm tra sản phẩm trước khi giao hàng.",positive
352,"chất lượng sản phẩm:ok mũ nhìn đẹp, nhưng đội vào thì thấy bình thường. mũ không kín lắm, được cái nhẹ",neutral
353,chất lượng sản phẩm:tốt đúng với mô tả:đúng giao hàng nhanh đặt mùng 4 mà 6 đã có hàng ngay.hàng chắc chắn giao hàng đúng mầu đúng mẫu.sz có vẻ hơi to nên mình đội sz m là vừa đẹp nên khuyên các bạn nữ cân nhắc sz trước khi đặt .,positive
354,"đúng với mô tả:quá đẹp,hài lòng với sp mọi người nên mua mũ shop này nhé mmmmm",positive
355,chất lượng sản phẩm:oke giao hàng nhanh. 3 ngày nhận đc rồi. shiper quen nên nhiệt tình. gói hàng sơ sài ạ. chỉ bỏ trong hộp giấy mỏng. k chống xốc. mũ nhẹ hơn royral. rất ưng,neutral
356,"chất lượng sản phẩm:ok mũ ổn. size m vừa đầu cỡ nhỏ. nước sơn đẹp. có điều kính ko được trong lắm, nhìn bề mặt gồ ghề với nhìn đường kiểu mắt có bụi hơi nhoè. phần tiếp giáp giữa kính và mũ dư khá rộng, nếu làm vừa khít thì form mũ sẽ gọn hơn. shop hỗ trợ nhiệt tình.",positive
357,chất lượng sản phẩm:ổn đúng với mô tả:khá giống tgian giao hàng chỉ trong vòng 3 ngày là tới đến cuối ngày t4 mình mới nhận đc hàng mua đc với giá hời nhưng shop đóng gói quá sơ sài khi giao đến kiện hàng bị móp méo và nón bị trầy sướt nếu đc shop hãy khắc phục việc đống gói cẩn thận hơn khi giao hàng nới xa và mình ko nhận đc túi tặng kèm như tin shop đã nhắn,neutral
358,"đội chắc chắn , mũ đẹp , mà bọc hàng sơ sài quá",negative
359,đúng với mô tả:đúng chất lượng sản phẩm:tot mũ rất đẹp chất lượng sản phẩm rất tốt tuy nhiên hơi bé so với đầu của mình thì hơi bé so với mũ đi hơi bị rộng một chút,positive
360,"đặt 2 mũ giống nhau mà khác chữ với màu mũ to chày nhỏ ngay chữ, kính 2 mũ cũng khác nhau mũ nhỏ không có logo chỉ giống màu còn lại khác",negative
361,"chất lượng sản phẩm:tốt đúng với mô tả:đúng mô tả. kích thước hơi nhỏ so với hi vọng, chỉ phù hợ với những ai có chu vi đầu trung bình trở xuống",neutral
362,"chất lượng sản phẩm:tốt đúng với mô tả:giống mẫu mũ khá to, hơi nặng, mình mặc hơi rộng dù trước đã đo kích thước",positive
363,chất lượng sản phẩm:tốt đúng với mô tả:đẹp mũ đẹp đi mùa đông bao ấm tai và an toàn khi tham gia giao thông nếu mũ này mua ngoài cửa hàng giá gấp đôi mua qua mạng này rẻ,positive
364,chất lượng sản phẩm:rất là đẹp đúng với mô tả:màu đen full chất lượng sản phẩm siêu tốt chắc chắn sáng giá tiền giao hàng nhanh đóng gói ok,positive
365,chất lượng sản phẩm:dep đúng với mô tả:đúng lỡ mua bản có hình lên thành 400k. cơ mà nhìn khá oke. ở chỗ mình mũ này bán cũng phải 500k.,positive
366,"đẹp, chuẩn. shop khá uy tín, anh mình đã mua chiếc màu đen, và mình đội thử thấy rất nhẹ, hợp với ng mới mổ cận sợ đi mưa như mình, nhẹ hơn mũ royal, đội rất thoải mái. 5 sao nhé mn🌈🌈🌈",positive
367,"10đ ko có nhưng. mình xuống đơn mua màu xanh, nhưng sau nhắn tin cho shop đổi lại màu kem sữa, shop hỗ trợ nhiệt tình luôn. giao hàng nhanh. mic chất lượng",neutral
368,"đúng với mô tả:đúng chất lượng sản phẩm:trên cả tuyệt vời mũ đẹp, đội thích, kính trong, giá cả hợp lý mà còn săn được mã giảm giá nên rất ưng ạ",positive
369,chất lượng sản phẩm:tốt đúng với mô tả:tốt sản phẩm giống mô tả. đeo lên đầu sướng lắm cảm giác nhẹ chứ k bị nặng đầu ôm khít. quai chắc chắn. giao hàng nhanh đóng gói cẩn thận. cảm ơn shop nhé,positive
370,"mũ đẹp ngoài sức tưởng tượng kiểu dáng trẻ trung, năng động kính âm hiện đại,cao cấp hàng chuẩn công ty,gói hàng cẩn thận ủng hộ shop 🥰🥰🥰",positive
371,"đúng với mô tả:hàng như hình chất lượng sản phẩm:tốt trong tầm shop giao hàng rất nhanh. mu 3 chiếc, giao đúng 3 màu đã đặt.",positive
372,"quá trời là đẹp lun ó mũ nhẹ, đội vừa ôm đầu, tai luôn. kính này đi đường đỡ bị chói do nắng á. nâng như nâng trứng luôn, màu quá đẹp nên phải giữ cho đỡ xước 🤣🤣 high rcm nha các bác",positive
373,"chất lượng sản phẩm:đẹp, dày dặn đúng với mô tả:màu giống hình nón đẹp, dày dặn. được shop tặng mắt ếch để dán trang trí nón nữa",positive
374,"sản phẩm đc đóng gói cẩn thận. màu xinh, đúng vintage. đầu mình khá nhỏ nhưng còn hay đội mũ của áo chống nắng và buộc tóc nên cũng mua lên size to, mình thấy form mũ cũng nhỏ, vừa, ôm. mũ nhẹ. kính giấu tiện lợi, thẩm mỹ",positive
375,"chất lượng sản phẩm:ok đúng với mô tả:đúng mô tả hàng đẹp nha mn ơi, lúc đầu nhận hàng cầm cả hộp nhẹ tênh mình tưởng bị lừa giao thứ khác cơ, nhẹ hơn mình nghĩ, chất lượng mình nghĩ là ok nha",positive
376,lần đầu mình mua mũ bảo hiểm trên shoppe. shop tư vấn nhiệt tình. nhấn hàng thấy ưng ý. màu cam thì đúng màu mình thích 🤣. kính âm rất tiện lại không cồng kềnh như mấy chiếc mũ khác. đội rất êm. đi xa thì nên có một chiếc cho an toàn mọi.,positive
377,"đúng với mô tả:dung voi mo ta chất lượng sản phẩm:tot shop giao hàng nhanh, mũ đẹp, màu cũng đẹp. nói chung, mình rất ưng ý. thank shop nhé!",positive
378,mua hàng theo hình ảnh giao hàng ko đúng . nhìn lại shopee hiện nay đa phần treo đầu dê bán thịt chó . giờ nãnh khi mua hàng trên shopee . mua bên lazada tốt.hơn,negative
379,ham rẻ quá mà . đổ vào xe máy còn không thể nổ lên được. em chừa nhé shop,negative
380,"shop làm ăn gian dối, nên shopee quảng cáo nhớt này khi mua giao nhớt khác tôi cảm thấy mình bị shop lừa",negative
381,nhớt này dành cho mấy chiếc xe chở hàng thì đc mua thay xe mới thì thua tiền nào của đó đúng thật 😡😡😡😡,negative
382,"-mua chai dầu về hàng không giống ảnh dùng thì chết máy phải ra tiệm sửa. -dầu màu xanh như lá chuối không biết là tạp chất gì. -ảnh đăng thì nhái của motul nhưng sản phẩm nhận về như hạch. -nhắn tin hỏi shop định xử lý ntn thì shop không trả lời. =>không bao giờ quay lại,ai có ý định mua nên cân nhắc kẻo mua bực vào người",negative
383,"inbox trước rất kĩ là hứa tặng phễu để châm nhớt, xong đưa cái ốp lưng, kêu gởi thêm thì k chịu cứ lòng vòng, dịch vụ rất kém",negative
384,"quá tệ quảng cáo 100 nhận về 1 nhớt đi vừa nóng,gào máy,tải 1 người 50kg mà như tải hơn tạ không hẹn gặp lại,ae mua nhớt né shop này ra đừng ham rẻ thêm 30k nữa đi motul cho lành",negative
385,nhớt gj mà loảng đổ vào xe chạy không nhanh được mà máy kêu gầm lên may mà thay nhớt khác kịp thời không hỏng mất xe túm lại không uy tín phí tiền,negative
386,nhớt đổ vào xe chạy kêu lắm nhớt rất là lõng luôn nha nhớt giả nha,positive
387,chất lượng sản phẩm:kém nhớt quá tốt màu đen bóng mùi nồng nàn mã vạch quét ra ngay.. ví da nam,negative
388,gói hàng quá ẩu rồi shop ơi bể tùm lum,negative
389,"chất lượng sản phẩm:kem chat luong dùng từ “nhớt giả” thì kh phải, mà là nhớt không thương hiệu, nhớt lỏ, nguồn gốc xuất xứ trung quốc, kém chất lượng. shop tư vấn k hiểu biết gì về xe, chỉ biết flex ba cái đbrr, n.qu ác. người tiêu dùng là thằng chịu thiệt, xe lupe rồi. né ba cái nhơớt này ra nếu k muốn rớt máy làm lại",negative
390,"chất lượng sản phẩm:chán, không đúng sản phẩm thì làm sao đánh giá không đúng với mô tả sản phẩm, search google thì vẫn ko thấy tên thương hiệu",negative
391,giao hàng k đúng sp đặt. tính ủng hộ lâu dài nhưng z thì 1 lần k đặt nửa,neutral
392,"đóng gói thì ok, chưa xài chưa biết thế nào. nhưng mã qr code trên bao bì quét chả ra được gì. giống kiểu mấy loại hàng nhái, hàng giả. nhìn mà quan ngại không biết có nên sử dụng không. sợ thay vào hư luôn chiếc xe. khá thất vọng vì mua trên shop mall mà lại như hàng đểu.",negative
393,chất lượng sản phẩm:hàng đóng gói kĩ nt trên shoppee dong y tang quà nhưng ko tặng,positive
394,thất vọng ở shop đặt mua mấy bình nhớt mà lại giao cái loại khác đã thế ko có trong shop mua bán.lần đầu mua mà cửa hàng lại giao sp như vậy.thà trong đó nhiều loại giao sai thì ko nói có mỗi loại đó mà giao cái loại bình khác một trời một vực.cảm thấy quá thất vọng ko dám mua lần hai nữa.,negative
395,"chất lượng sản phẩm:chuwa biet giao hàng nhanh, đủ nhưng sai mẫu, đóng gói kém, sản phẩm bi rách màn bảo vệ",negative
396,không hài lòng mẫu này thấy mẩu kia thì mới đặt hàng chứ biết gửi mẫu này khỏi mua cho rồi,negative
397,vừa khui hàng đã thấy sản phầm chưa mở nắp thì đã bị trào ra ngoài.,negative
398,giao ko đúng sản phẩm,negative
399,k có áo k có phễu hhsjsjsjakabbsbsnsbw ưbnsnxnxnxndnnnnsnsjdnzn,negative
400,nhớt lỏng lẻo quá k có team niêm phong gì cả với lại làm rồ náy kếu to k đc êm ái như nhớt hãng luôn,negative
401,"chất lượng sản phẩm:chưa sử dụng shop đóng gói chưa ok lắm, chảy tum lum, nhưng shop đã gửi bù chai khác r",negative
402,không đúng mẫu hình quảng cáo giá thì ok không biết có phải hàng nhái không tạm thời 3sao,neutral
403,"hàng bọc tạm đc nên chưa móp méo gì,chưa thay và sử dụng nên tạm đánh giá vậy.đăng ký tặng kèm phễu đổ dầu nhưng lại ko có nên rất bực mình",negative
404,"ko đúng quảng cáo,ko có áo và phiễu góp ý shop nên đăng đúng như hình nhé.",negative
405,ko biết chạy có im ko chạy thử mới biết,neutral
406,"chất lượng sản phẩm:shop gửi thiếu hàng và để khách chịu thiệt shop giao thiếu 1 chai dầu nhớt, và shop có đồng ý giao lại chai thiếu đó bằng đường viettel post, nhưng lần này shop bắt khách phải chịu phí ship, đáng lẽ shop phải chịu phí ship vì là lỗi của shop khi giao thiếu chứ ko phải là khách đặt thiếu",negative
407,chất lượng sản phẩm:ok ok,positive
408,"gói hàng khôg kỹ đến tay ng dùg thì tràn ra ngoài, ít nhất cũg quấn bìa giấy chứ đóg gói thấy mỏg manh quá",negative
409,"đã ib riêng xin phiễu rót nhớt, shop đồng ý nhưng khi nhận hàng không thấy gửi. hơi thất vọng, còn nhớt chưa dùng nên chưa đánh giá được !",negative
410,jupiter. thay nhớt chạy lì máy. không tốt,negative
411,"chất lượng sản phẩm:bình thường sản phẩm không đúng mô tả, đăng bán sản phẩm này nhưng khi giao hàng thì bảo hết hàng, kêu đổi sản phẩm khác rẻ tiền hơn, trong khi vào shop mua vẫn còn sản phẩm bán.",negative
412,ok hàng xài được cũng ổn nhưng mà thay nhớt xong thấy nước nóng quá làm ổn thôi,neutral
413,chất lượng sản phẩm:ok tốt,positive
414,chào cậucau o dau akb fb nhắn dc k ácậu ở quận nào átui sg q9 nècau sn nhiu áchào cậu,negative
415,tiêu đề là dầu tlt nhưng shop lại giao loại dầu khác. nhưng thôi chấp nhận tạm,negative
416,"đạt trong tầm giá km ,chắc chắn ,bao bì lẫn sản phẩm có đẵng cấp , đầy đủ ,có thương hiệu ,giá cả hợp lệ cảm ơn shop nhiều hại giá tý nữa là chạy hàng",positive
417,"hàng đúng chất lượng, sản phẩm nhớt cấp sl nhưng dùng ok trong xe số mua săn seo nên được khuyến mãi giảm giá cảm ơn shop",positive
418,"chất lượng sản phẩm:tốt xài ổn nha. đánh giá nhận xu. mượt, giao hàng nhanh.okkkk",positive
419,"giao hàng đúng,bọc cẩn thận,cảm ơn shop,chất lượng nhớt thì dùng mới biết đc",positive
420,nhớt tạm ổn . chạy cũng không ngon lắm . giá như vay là ok . để xem chạy thời gian máy có ngon ko thì sẽ ủng hộ tiếp . đóng gói ok bình khong bị móp méo .....,positive
421,"chất lượng sản phẩm:tốt xe thay dầu xong đi thì em nhưng tầm được 2 ngày thì xe có dấu hiệu hơi rú, với theo mình thì xe mình sau khi thay dầu thấy máy nóng hơn ngày trước",neutral
422,"chất lượng sản phẩm:chất lượng ok giao hàng nhanh, shop còn tặng thêm cái bugi nữa, thanks shop nhiều ạ ✨khai trương toà mới thanh xuân ✨ 🏩 ngo 162 khương đình - thanh xuân 💰 giá: 6tr3 nhà thang máy - 26 phòng mới tinh 👉loại phòng: studio giường tầng 👉diện tích: 30-35m2 🔷 nội thất: như ảnh 🧲 phí dv: - điện: 3,8k, nước 120k/ người - dịch vụ: 150k/người, wifi 100k/ phòng 🔮giới hạn người và xe: không ( nhưng không quá đông , tầm 3-4 người là ổn) 🔮pet & xe điện: nhận 🔮người nước ngoài: nhận 🔮thanh toán: 3 cọc 1 có thể thương lượng lại mức đóng khi qua xem phòng 🔮 hợp đồng mặc định: 12 tháng (đối với giai đoạn cao điểm này)",positive
423,chất lượng sản phẩm:ổn đặt 20w50 mà giao 10w40. đóng gói kĩ nên cho 4 sao,positive
424,hàng giá rẻ hợp lý. thay cho xe máy nên cũng không quan trọng lắm dầu đắt cho tốt làm gì,neutral
425,chất lượng sản phẩm:ok sản phẩm đúng mô tả giao hàng nhanh shipper thân thiện vui vẻ.......,positive
426,chưa dùng nên không biết chất lượng! giao hàng đúng đủ! ngoại quan nhìn ok có tặng phễu nhưng không có áo như quảng cáo dù đơn hàng trên 500k! trừ 1sao ! thanks shop,positive
427,"chất lượng sản phẩm:tốt mua của shop lần 2, nhớt đi rất mượt, bao êm khoảng 3k km",positive
428,"đạt chất lượng khá,giá khuyến mãi thì ok rồi cảm ơn shop nhiều hạ giá tý nữa là chạy hàng hơn khi k có km",positive
429,"giao hàng đúng ngày, nhớt sài cũng im lm ạ mình đã mua 2lần oy ạ",positive
430,giá tốt giao nhanh chất lượng thì chưa biết 🤣,positive
431,"chất lượng sản phẩm:ok, tốt, xe chạy êm sau khi thay nhớt sản phẩm của us, đóng gói nhanh gọn, mua được dip khmai, date sản xuất mới",positive
432,"sản phẩm như mô tả, hình ảnh sắc xảo nhưng không biết chất lượng bên trong thế nào, hi vọng tốt. giao hàng nhanh. sẽ ủng hộ shop. cám ơn shop.",positive
433,chất lượng sản phẩm:chất lượng quá đỉnh 🌙 đã mua lần 2 rồi nhớt rất tốt nhé mọi người nên mua mình chạy gần 3 nghìn cây mới thay này rất tuyệt 👍⭐⭐⭐⭐⭐,positive
434,"chất lượng sản phẩm:tuyệt vời nhớt thì ok rồi, shop chờ thay dầu lần tới mình gửi lại cảm nhận, về nhớt cho shop.,,,,giá như gửi hàng thì có thùng bìa thì tốt hơn shop àh,!!!!!",positive
435,"chất lượng sản phẩm:tốt mẫu mã đẹp chất lượng sản phẩm đúng với mô tả, đóng gói rất kỹ không có tình trạng tràn nhớt ra khi vận chuyển. sản phẩm chất lượng nên mua.",positive
436,chất lượng sản phẩm:tốt dùng cũng ổn chạy siên suốt đỡ nóng hơn hãng 1 chút chứ không có gì nổi bật giá này không thể trong gì hơn shop thân thiện nhiệt tình,positive
437,"chất lượng sản phẩm:mới nhận, chưa châm nhớt vào test. đóng gói chống shock, gọn đẹp. bao bì, màu sắc mẫu mã mới đẹp. date exp rất mới. shipper giao nhanh.",positive
438,"giao hàng siêu nhanh. hôm trước đặt , bữa sau có. mua loại 0.8 lít mà giao luôn 1 líc. giống sản phẩm trên hình ảnh. ngày sản xuất in rõ ở chai. giá cả hợp lý",positive
439,còn nói gì thêm nữa mua nữa đi chứ cuống quá k có lối thoái luôn các bạn ơi. shop dễ thưng vô cùng có chị kia yêu lắm luôn nha. mua lần này là 5-6 lần ròi mà ưng vô cùng. yêu shop,positive
440,chất lượng sản phẩm:ổn giao hàng nhanh. đóng gói cũng gọi là kỹ. mới mua của shop lần đầu về trải nghiệm xem sao. vì dòng nhớt này thấy thương hiệu lạ. nếu giá mà ok nữa thì chuyển qua ủng hộ shop luôn chứ nói gì nữa.,positive
441,"chất lượng sản phẩm:nhớt 1l giá rẻ mình đã mua nhiều lần của shop rồi , mua về thay nhớt cho ba , cho chú thấy cả nhà cũng khen là nhớt êm ko quá nóng , xe ko gầm rú . shop bọc keo ,quấn chống sốc rất kĩ , lại còn tặng quà nữa chứ",positive
442,"đúng với mô tả: giao nhanh.rẻ. shipper gọi trước khi giao. tốt. quý khách còn lại 947mb data tốc độ cao từ datacode (sử dụng tại việt nam), thời hạn sử dụng đến chi tiết liên hệ",neutral
443,"giao hàng nhanh, giá tốt, chất lượng thì tạm thời thấy cũng khá mượt mà nhưng để trải nghiệm thêm mới đánh giá chất lượng nhớt chính xác",positive
444,"chất lượng sản phẩm:ok, chất lượng của mỹ giá cạnh tranh, giao hàng đúng đủ số lượng, đúng như mô tả, là nhớt sản xuất tại mỹ dành cho xe motor 4 thì.",positive
445,"chất lượng sản phẩm:sản phẩm mới ko vết xướt shop hỗ trợ nhiệt tình gói hàng nhanh chóng giá cả ưu đãi, hợp túi tiền,mua dùng thử sản phẩm mới sản xuất cách đây 2 tháng nói chung shop uy tín quên đánh giá,shop thông cảm 😅",positive
446,"sản phẩm ok, chất lượng. mình có mua vài lần và thấy ổn nên là sẽ ủng hộ lần sau. shop tư vấn nhiệt tình. hình anbr chỉ mang tính chất nhận xụ.",positive
447,"xe mình để vừa y tấm nệm nha, shop có tặng gối và có nt tv cho mình trước nữa, thấy shop bán hàng rất ok nha mn, còn về độ bền thì xài thời gian mới biết nha mn. chứ mình thấy nv là ok quá rùi nè❤️",positive
448,"nệm ok nhé, gđ có các baby nên mua loại này tiện hơn loại nệm hơi, gấp gọn dễ sd shop có tặng thêm gối cảm ơn shop nhé",positive
449,chất lượng sản phẩm:sản phẩm tốt đúng với mô tả:đúng như đã mô tả mình nhận được hàng rồi nhìn đẹp lắm chưa lắp thử lên xe shop rất nhiệt tình hỗ trợ cảm ơn shop,positive
450,nhận hàng khui luôn đệm đường chỉ chắc chắn êm mình chưa lắp lên xe mong là đẹp với xe mình,positive
451,"đúng với mô tả:đúng chất lượng sản phẩm:tốt xe mình lắp vừa nệm bên shop. trải thêm chăn cho mấy bé nằm thoải mái, đi xe đường dài không lo. rất ưng. shop nhiệt tình lắm.",positive
452,lắp lên ưng ghê shop hỗ trợ lắp nhiệt tình đáng để trải nghiệm sắp tới mình đi du lịch dài ngày mong là ok,positive
453,đúng với mô tả:tot chất lượng sản phẩm:chuan đã nhận hàng ! chưa xài nên chưa biết như thế nào! tốt hôm sau sẽ ủng hộ shop tiếp. nhân viên giao hàng nhiệt tình. hình ảnh mang tính chất nhận xu .,positive
454,đúng với mô tả:đúng chất lượng sản phẩm:tốt đệm êm nằm chắc chắn shop chu đáo gửi tặng kèm gối giao hàng nhanh,positive
455,chất lượng sản phẩm:tuyệt vời đúng với mô tả:đúng sản phẩm rất tốt đã nhận và giao hàng nhanh shiper hơi khó tính nhưng chất liệu ok chắc chắn,positive
456,đã nhận hàng đúng và đủ kiểm tra thấy hàng chất lượng chắc chắn,positive
457,"vừa vs xe, shop tư vấn nhiệt tình, chu đáo, dịch vụ sau bảo hành ok",positive
458,sản phẩm chất lượng tốt chăm sóc khách hàng chu đáo rất ưng ý . mình chưa kịp chụp nên để tạm ảnh này,positive
459,sản phẩm ok nhé shop hỗ trợ nhiệt tình có tâm,positive
460,"shop nhiệt tinh dễ thương, nệm dày dặn đường may rất đẹp, đi xa rât tiện lợi, mọi nguoi tham khao nhe",positive
461,đệm đẹp rất chắc chắn mấy bạn nhỏ nhà mình lên thử luôn về quê có vẻ thoải mái hơn,positive
462,"chất lượng sản phẩm:tệ thử lần đầu ok, nay mang ra kích bình không lên, bơm rất yếu, tưởng máy hết pin đã sạc 2h mà cũng vậy . nhắn shop thờ ơ k hỗ trợ gì hết, quá thất vọng, làm mất thời gian của khách",negative
463,"mua trong note rõ là có tặng kèm tẩu sạc, sau đó trên vận đơn cũng có in đơn có kèm tẩu. mình mở hàng ra không thấy, vì không đồng kiểm nên mở ra có chụp và quay toàn bộ, hỏi bên shop thì hẹn chả thấy giải quyết, đợi hết 1 ngày hẹn xong ngày mai kêu gửi lại, do mình nhắn hỏi tiếp, thôi lỡ vẫn bấm nhận hàng ok nhưng mọi người mua nên quay video lại, chứ mình ko quay thì chắc còn mệt mỏi nữa 😪",negative
464,hình ảnh ghi tặng tảu sạc nhưng giao không có lh shop bảo không tặng,negative
465,"chất lượng sản phẩm:không như mô tả - bơm lốp từ 2.3 lên 2.5 bar mất có vài giây. thấy nghi nghi. thử lại vài lần đều thấy nhanh như vậy. vào kiểm tra cảm biến thì vẫn 2.2bar, nghĩa là không lên được tí nào. - sạc khá lâu. có lần sạc đầy xong mang để cốp xe, tầm hơn tuần không dùng thấy tụt xuống còn 1 vạch 😩, trong khi không dùng. - build chắc chắn, nhưng dùng thì gặp những vấn đề khó chịu trên. sản phẩm đắt mà chất lượng như vậy thật vô cùng thất vọng.",negative
466,"hàng hoàn thiện chưa tốt bị bung cái màn hình ra, lấy tay ấn vào tạm ổn. trên sàn cũng có mấy con y chang con này giá rẻ hơn ko biết cái nào là thật",neutral
467,"chất lượng sản phẩm:tốt, chắc chắn, đa năng đèn pin mạnh và bơm mạnh, chưa thử kích bình. sản phẩm gọn nhẹ dễ dàng bỏ vô balo hay cầm như đèn pin. quà tặng thì chỉ có option lấy 2 bộ gạt mưa khác kích thước nhau, chứ không cho lấy 1 cặp cùng kích thước nên phí 1 bộ. phụ kiện giao đầy đủ.",positive
468,"hàng đóng gói cẩn thận , test chức năng bơm lốp thì thấy sau khi bơm vòi bơm và đầu nối ống bơm rất nóng . sau khi bơm thân máy nóng phải để ngoài 7 phút máy nguội mới dám cất đi. còn về đèn thì khá sáng 7/10 điểm . chức năng kích bình thì chưa dùng tới đánh giá sau",negative
469,"đã nhận sản phẩm bền ngoài nhìn khá ok,đầy đủ phụ kiện!chỉ có phần vận chuyển thì sáng sớm có ng gọi hỏi có nhà ko 15p đến giao.!?!?!?!?,khi nói có o nhà thì đợi mãi ko thấy,đến chiều thì mói có shipper đến giao hang thật🤪",positive
470,chăm sóc khách hàng tốt,positive
471,"chất lượng sản phẩm:tốt mọi thứ đều ổn, có 1 vấn đề không ưng là cái vòi bơm,èo ọt không chắc chắn, chắc vài lần là gãy cmnl",neutral
472,"chất lượng sản phẩm:chua su dung nen chua biet the nao hy vọng phù hợp với giá tiền, ban đầu thấy sạc pin có vẻ nhanh lên pin từ 1 nấc lên 3 nấc nhưng không biết pin có cầm được lâu để sử dụng hay không",neutral
473,không hiển thị số % pin nên khá bất tiện trong việc theo dõi. mùi vỏ nhựa khá khó chịu,negative
474,"vừa nhận hàng xong kiểm tra đầy đủ, test sạc thử đt thấy vào điện, đèn chiếu sáng ổn áp, thử tháo ắc quy quy xe hơi ra kẹp bình vào đề phát ăn ngay. bơm 2 ký tầm dưới 4p. phải cái bơm xong phải để nghỉ xíu mới bơm tiếp được sản phẩm tốt như mong đợi. độ bền thì phải xem thử đã nhưng lần trước mua máy lọc bên này xài mấy tháng máy có vấn đề được đổi mới luôn nên khá là yên tâm. chăm sóc kh tốt chấm 5 sao.",positive
475,"độ hoàn thiện sản phẩm tốt, mẫu đẹp. test thử thấy quá ok ủng hộ shop hết mấy món rồi nên yên tâm mua ở đây",positive
476,"chất lượng sản phẩm:good bơm ngọn nhẹ, lúc nhận là đầy pin, hàng dóng gói cẩn thận đúng mô tải, có túi đựng, đột hoàn thiện tốt, chưa bơm lốp thử đầu nối dây và phụ kiền đầy đủ",positive
477,chất lượng sản phẩm:tốt shop uy tín giao hàng nhanh đóng gói cẩn thận a ship nhiệt tình lúc nhận là đầy pin chưa test hy vọng dùng bền,positive
478,hàng tốt trong tầm giá. chất lượng như mong đợi. bơm lốp nhanh. sạc đầy đề nổ liên tục được 4-5 lần đi đường dài đỡ lo lắng hẳn. bỏ trong cốp gọn mà tiện,positive
479,chất lượng sản phẩm tốt . đã test thử kích bình xe 7 chỗ chạy phát lên luôn ok luôn anh em nhé. anh em chạy hay quên tắt đèn thì lên dự phòng cho mình một cái. chạy đường dài tiêu ac qui có cái này khởi động yên tâm luôn bơm lốp thì chưa test nhưng thằng bạn xài máy bơm loại kia của medicar rồi nghe rv bảo ổn. quả này đắt hơn chắc xịn hơn :)))),positive
480,chất lượng sản phẩm:tốt chưa test kích bình vì còn khá ít pin test bơm thấy khá nhanh mạnh đèn sáng đủ chất lượng tốt độ bền cần thời gian trải nhiệm thêm cơ bản là tốt shop giao hàng nhanh đầy đủ phụ kiện.,positive
481,"máy cầm chắc tay, đèn nhiều chế độ, giao hàng nhanh. còn chất lượng phải đợi sử dụng mới biết được. đóng gói kỹ",neutral
482,sản phẩm như mô tả của shop. tôi rất hài lòng với sản phẩm. cảm ơn cửa hàng,positive
483,"cảm quan ban đầu là hàng xịn, cầm nặng và chắc tay. bao bì đóng gói chỉn chu, phụ kiện đi kèm cũng gọn và chắc chắn. mới test được đèn pin, đèn báo hiệu thì độ sáng ok. chưa có thời gian test kích và bơm nhưng xem review thì cũng thấy uy tín và an tâm với thương hiệu 👍",positive
484,"chất lượng sản phẩm:tốt từ hồi xài đồ medicar cái car spa gần nhà mất khách ruột kkkkk đã nhận được hàng rồi, giao hàng nhanh. ô tô nhà mình bé bật đèn quên tắt nên hết bình mấy bữa nay, dùng bộ kích nổ này 1 nút nhạc xe lại chạy được. đỡ mất công gọi hãng… nhà có xe ô tô nên thủ 1 bộ nhé bơm lốp thì chắc phải đợi lúc nào lốp non mới test được, mới thử đo áp suất thôi đèn và bộ sạc thì chưa tes",positive
485,"chất lượng sản phẩm:tam on giao hàng nhanh đóng gói cẩn thận chưa dùng nên chưa biết chất lượng ra sao sạc pin đầy, để 10 ngày thấy chưa rớt pin không có phần trăm pin để xem chính xác lượng pin còn",positive
486,"chất lượng sản phẩm:tốt sản phẩm đa dụng, đẹp mắt, đáp ứng đầy đủ nhu cầu cho thiết bị di động thiết yếu cho ô tô",positive
487,"đóng gói cẩn thận, hàng chắc chắn, đầy đủ chi tiết như mô tả, mình đã thử chức năng bơm, đèn. còn chức năng kích bình chưa thử nên không biết thế nào.",positive
488,"chất lượng sản phẩm:giống như mô tả, cần dùng mới biết được. quan sát ban đầu: - từng công năng hiện mức pin khác nhau (khá lạ): ví dụ mỗi chế độ đèn thì hiện pin khác nhau. - cuốn hdsd không ghi rõ phần nào là kích bình, phần nào là bơm hơi. - sản phẩm nhìn chắc chắn, hy vọng dùng lâu bền",negative
489,chất lượng sản phẩm:ko như quảng cáo cắm vào cứ đẩy ra.chất lượng kém,negative
490,tẩu này không sạc nhanh được nhé mn. tin hay không thì mua đi sẽ rõ.,neutral
491,ko sạc nhanh đc,neutral
492,"chỉ là sạc nhanh thông thường, 67w còn lâu mới đến. thôi cũng đành chấp nhận",negative
493,"đúng với mô tả:dung mo ta chất lượng sản phẩm:xai mới biết giao hàng hơi chậm, đóng gói đơn giản. tặng 4 sao tốt sẽ ủng hộ thêm!",positive
