,comment,label
354,đúng với mô tả:ok màu sắc:ok chất liệu:ok ❤️ chào tháng mới tháng của mùa hè vẫy gọi .. f lash s ale điện thoại - g ía hợp lý - hỗ trợ trả góp 0% 🛒 ip hone 15 : 15.690.000 - g óp : 990.000 🛒 ip hone 15 p lus : 17.490.000 - g óp : 1.290.000 🛒 ip hone 15 p ro : 19.990.000 - g óp : 1.290.000 🛒 ip hone 15 p ro max : 24.990.000 - g óp : 3.990.000 ♥️♥️♥️ thanh luxury mobile ♥️♥️♥️ ☎️ hotline : 0969.88.22.66 💒địa chỉ : 496 lê hồng phong - phường 1 - quận 10 (mở cửa 9h30 sáng -> 21h tối các ngày),positive
355,"đúng với mô tả:đúng màu sắc:ok chất liệu:mỏng mới đầu năm giao cái quần rách vậy trời, xui ghê @@",negative
356,"chất liệu:tốt , vải thoáng mát màu sắc:trắng vs đen",positive
357,màu khá xấu nhưng chất vải cx đc có có chỉ thừa nhưng shop tận tâm,positive
358,mỏng quá với đường chỉ mai nhìn cũng k chắc cho lắm mặc thì chắc,neutral
359,"quần vải ổn, hơi mỏng. màu trắng mỏng ló quần trong.",negative
360,"đúng với mô tả:ko đúng lắm màu sắc:đen , be chất liệu:vải ok màu be như nâu í nhìn như quần ng lớn ko mặc đc",neutral
361,"chất liệu vải mỏng cứng, đường may thưa xấu, đường lai không ủi, fom quần xấu. nói chung xấu k nên mua",negative
362,quần vải mỏng nhe tui m74 57kg mặc size l thì vừa nma nó hơi trên đầu gối hơi quá,negative
363,đặt 2 trắng 2 đen giao 1 trắng 3 đen chỉ của dây quần bị tưa khâ là nhiều,negative
364,"vải mỏng, nóng, mặc sột soạt. bt mình mặc size l mà mẫu này mua xl vẫn chật.",negative
365,màu sắc:vàng + đen shop gửi lộn 1 màu rồi,negative
366,đặt 2 quần đen thì ổn trắng thì quá mỏng,neutral
367,màu sắc:trắng và đen cái thì chật cái thì ok,neutral
368,"màu sắc:xanh,trang đúng với mô tả:đung chất liệu:kaki nói chung quần đẹp,nhưng mà may mấy đường chỉ mong manh quá,1 cái sứt cả chỉ,này mà bỏ máy giặc nó đánh thì bung hết chỉ",positive
369,"quan vải ổn với giá này mặc mát, quần có đáy ngắn nha mặc trên gối với còn nhìu chỉ thừa",negative
370,vải cũng ổn hợp với giá tiền. có điều đặt 2c 3xl. mà cái đen giống cở xl thôi. ck mình mặc chắc k vừa,neutral
371,đúng với mô tả:đúng màu sắc:be-rêu chất liệu:kaki shop gửi cho mh 1cai to vs 1cai nhỏ…shop gửi khác size…,negative
372,chất liệu:kaki đúng với mô tả:gần đúng màu sắc:trắng /đen phom cungc tạm nhưng hơi mỏng ạ,neutral
373,"quần đẹp nhưng mặc 1 thoi gian hơi cũ ạ , giao nhanhh lắm lunnnn",positive
374,chất liệu:caki màu sắc:đen trắng đúng với mô tả:yess cx đẹp nè ok ổn 10000 điểm hihihihhihhihihiihihihhiihhihihiih,positive
375,sản phẩm tốt giao hàng nhanh hình ảnh chỉ mang tính chất nhận xu,neutral
376,"công ty cp truyền thông giáo dục và thời đại (ecoms) số 14 phố lê trực, p. điện biên, q. ba đình, hà nội. hotline: (+84) 0334526788 | 024-668-34768 email: aptis.ecoms@gmail.com công ty tnhh công nghệ và phát triển giáo dục thời đại (tedt) bt6, lô 4, ngõ 67 phùng khoang – p. trung văn – q. nam từ liêm – hà nội hotline: (+84) 0979246006 email: edutime.tedt@gmail.com công ty cp giáo dục liên kết đại tây dương tầng 3 vincom plaza lê văn việt, 50 lê văn việt, p. hiệp phú, tp. thủ đức, tp.hcm hotline:0386 1212 86 email: aptis.esol@atlanticlink.vn",positive
377,màu sắc:đen trắng chất liệu:vải tốt rất rất là tốt đúng với mô tả:đúng ok nên mua mà hongg bt phối đồ nên mặc thấy xấu,positive
378,màu sắc:đen đúng với mô tả:quần vải mát mỏng cgungx oke hh hh ff uu uu rf hhh nn nmm c chất liệu:vải,neutral
379,quần ok nha shop mặt thoải mái nhất là mùa hè đi chơi 👌👍 cao 1m76 nặng 58kg mặc vừa size l nha,positive
380,quần chất thichz nhưng chê là hơi ngắn và ống hơi nhỏ nên k hợp với b nào đùi to nhé!!,positive
381,màu sắc:đúng màu sắc đúng với mô tả:đẹp chất liệu:vãi hơi mỏng,positive
382,"chất liệu:kaki màu sắc:trắng,đen đúng với mô tả:8/10 m68 55kg size l,ống không ôm,quần đen thì ok,quần trắng nhìn sẽ thấy túi trong nhưng mặc không bị lộ.quần cũng mỏng chứ không dày lắm,túi sau khá bé,2 túi trc cũng sâu,quần đúng from kh chỉ thừa,quần đen giặt tay nước đầu ra màu nhưng nước sau thì hết",negative
383,"chất liệu:vải cotton mềm, dày, khá mát đúng với mô tả:chuẩn màu sắc:trên hình minh họa chất liệu vải khá mát mẻ, ko bị bí, gò bó màu sắc trên hình minh họa đánh giá shop 5 ⭐",positive
384,"chất liệu:vải kaki giữ form màu sắc:trắng và be đúng với mô tả:chuẩn sản phẩm chất lượng tốt, shop giao đúng hàng, gói hàng kỹ càng. quần chuẩn form. mặc khá thích và tôi thích quần màu trắng hơn chiếc còn lại",positive
385,quần đẹp lắm ý mà thấy mọi người đánh giá kém chất lượng thấy mà tội shop lun ý giá thì rẻ mà nhận về 2 cái quần quá là ưng luôn đường chỉ nét đúng chất kaki luôn nói không với chỉ thừa nhá rất là nên mua mình đang đặt thêm rồi lúc đầu đọc đánh giá do dự lắm mà mua rồi thì bất ngờ luônnnnnn 1000đ,positive
386,giao hàng nhanh quần đẹp rất vừa form vải sờ vào cũng rất đã mua tận 2 cái mà giá vậy là quá oce sẽ ủng hộ shop tiếp,positive
387,"màu sắc:đen trắng đúng với mô tả:100% chất liệu:kaki dù giá cũng khá rẻ, tính ra combo 90k/2 quần thì quá ok, shop gửi hành cũng nhanh, 3 ngày tớ sg rồi.",positive
388,"màu sắc:đen trắng chất liệu:vải cotton đúng với mô tả:đúng hàng chất lượng, ổn áp, thanks shop, hẹn mua lần sau. shipper thân thiện nhiệt tình",positive
389,"chất liệu:kaki dù màu sắc:1 đen, 1 rêu đúng với mô tả:chuẩn hàng đẹp, chờ hết bão mua thêm 2 màu còn lại, mặc khá mát mẻ, vải ok, đường chỉ tốt ko có chỉ thừa",positive
390,màu sắc:trắng và đen chất liệu:kaki đúng với mô tả:chuẩn quần rất oke và đẹp săn đc giá quá hời lun nên mua nhe mn sẽ ủng hộ shop về sau ạ quần chất lượng,positive
391,đúng với mô tả:y bon màu sắc:đen- be chất liệu:kaki mỏng vừa sản phẩm cũng ok giao tầm 4 ngày đến cần thơ đóng gói ok áp mã 2cái 104k cũng rẻ nênnnn thử,positive
392,"đúng với mô tả:đúng chất liệu:kaki dù màu sắc:trắng , đen quần đẹp nha mọi người , mình mua 2 lần ròi , bận đẹp lắm vải dày nữa",positive
393,"quần mặc vô mát lắm ạ, giá rẻeeeeee vcl luôn á trờiiiiii, giao hàng nhanh, đúng hẹn, sẽ ủng hộ tiếp",positive
394,"đúng với mô tả:🥰 màu sắc:đen chất liệu:kaki dù đóng gói cẩn thận , giao hàng nhanh , giá tiền phải chăng , 100₫ cho shop , sẽ mua vào lần tiếp theo🥰",positive
395,"màu sắc:trắng & đen chất liệu:kaki dù đúng với mô tả:ok giao hàng khá nhanh, đóng gói sản phẩm chắc chắn, quần đẹp mặc lên form",positive
396,"màu sắc:đen , da đúng với mô tả:đúng chất liệu:kaki đã nhận đúng và đủ hàng nói chung ok á, mua tăng size cho thoải mái nhé",positive
397,đúng với mô tả:đunga chất liệu:tốt màu sắc:đen quá ok quá vừa hợp lý hợp túi tiền nên ủng hộ chất liệu tốt giá hợp đẹp đẹp đẹp,positive
398,"giao cho tôi một cái áo lỗi vải, in mã vải không giặt được rồi ghi là lazer, lừa khách hàng hay gì. nhắn tin hỏi hỗ trợ thì không hỗ trợ gì, thế cái chat để làm cái gì. áo giao bẩn ống tay tùm lum. mình quyết định không trả để đánh giá lên đây",negative
399,"màu sắc:nhạt đúng với mô tả:không đúng chưa bgio phải đánh giá 1 sao cho shop nào cả, mình liên hệ để xử lí sớm để mình cần gấp mà shop check rất lâu, giao sai size cho mình còn dơ nữa đã thế còn có rất nhiều chỉ thừa, vì mình cần gấp mà shop vẫn lề mề nên mình đánh giá 1 sao luôn",negative
400,"đặt màu đen thì giao màu xám, làm ăn khó chịu vô cùng, thất vọng lần này",negative
401,"chất vải dở ạ, mình chưa giặt nước nào luôn mang 3 ngày đã đổ lông, mình săn sale nên giá 160k thấy còn đỡ chứ mua giá gốc mà như vậy không đáng xíu nào, mấy bạn cân nhắc nha",negative
402,"mình đã mua của shop này nhiều lần nên tin tưởng mua thêm lần nữa ,nhưng lần này thật sự rất thất vọng về chất vải, vải mỏng và siêu dễ xù lông, không xứng đáng với số tiền mình bỏ ra (hinh anh mang tinh chat nhan xu)",negative
403,"giao tới nhìn cũ vđ, rồi bo chun mà nó giãn ra hết mẹ r còn gì đẹp nữa, logo thì may sát vào trong kéo khoá hờ thì che mất mẹ cái logo luôn rồi. t với bạn t mua chung với nhau, chất lượng sp thì khác nhau ???",negative
404,áo đẹp form đẹp nma vải k mịn và bị xù lông nha còn cứng nữa mình có nhắn mà shop k rep,positive
405,"shop làm việc tệ cực kì, mình mua áo bị rộng nên đã liên hệ đổi để lấy lại size khác, mình đã chấp nhận chịu hết tiền ship và gửi số điện thoại lúc 18/12 nhưng tới hôm nay là 30/12 vẫn chưa thấy shipper lại đổi áo cho mình, mình nhắn hỏi thì bạn này k biết là nhân viên hay quản lí đã nói như trên ảnh, có nghĩa là quên đó ạ? thử hỏi bây giờ mình k hỏi lại thì bao giờ mình mới được đổi trả? đã vậy còn phản hồi cực kì chậm",negative
406,"mua tặng mà bạn complain áo xù lông dù chưa giặt lần nào, chất lượng siêu tệ,mặc tầm 2-3 tuần đã bị đổ lông rồi. mọi người nên cân nhắc nhé thật sự rất thất vọng whose (hình ảnh minh hoạt, nếu shop muốn xem hình ảnh và video thật thì nhắn mình, mình và shop cùng nhau giải quyết chứ đây ko phải cmt seeding để phá shop đâu ạ)",negative
407,"chất xấu điên luôn á má sờ lên tay nó ráp, form cũng xấu tệ nha. dập cái logo bé xíu lên ngực trái áo này k đáng tiền bằng cái hoodie basic nữa :) thực sự mình k kì vọng quá cao nhưng nhận hàng rất thất vọng nhe. mong shop cải thiện lại chất lượng.",negative
408,"áo trông rt tệ ko đẹp như trên hình haizz , nx về phát vải xù lông chx giặt luoon nhe , mà chỉ thừa tùm lum nx , lên form cg ko đc đẹp lm , nch là hơi thất vọng , zip thì như sóng đánh vừa rít vx nhăn",negative
409,"đúng với mô tả:kh đẹp lắm chất liệu:vải bông màu sắc:xám nhạt khoá kéo kh được mượt khó khéo cực lun , bo chum phần cổ tay với thành thân dưới mỏng co giãn ít . mình thất vọng cực lun 😣",positive
410,"lúc m đặt vẫn còn màu xám tiêu đậm,nma khi mình yêu cầu đổi thì kêu là hết lâu r. hết cũng k báo mình,cố chấp gửi màu khác:). không ưng thái độ phục vụ",negative
411,đúng với mô tả:ừa chất liệu:vải màu sắc:xám tiêu nhạt dây kéo lỏ kéo k đc kẹt luôn r hư luôn răng kéo áo k bao h mua lại,negative
412,"chất vải mỏng, phần cổ chun mới nhận về mà như đã nhão, phần ở dưới cánh tay ma sát ra quá trời sợi xơ lông",negative
413,"màu sắc:đen chất liệu:nỉ áo mới mà đã xù lông r , trông thì như áo cũ",negative
414,"màu sắc:xám đậm sau khi mặc áo này 3 lần thì vải này t chắc chắn giặt mấy lần sẽ bị xù lông nha ae,dây kéo rất là khó kéonha rít rít kiểu gì ấy.cái đoạn gắn dây kéo vô khó điên.áo bị chỉ thừa nhiều nha còn ưu điểm thì form ok,vải dày,mũ to.",positive
415,"giao sai màu, liên hệ riêng để đổi, để sót đơn, quên giao hơn tuần, dịch vụ tệ. áo form ổn, có lớp bông bên trong nên mặc nóng, ko phù hợp mặc chống nắng.",negative
416,"cái chất liệu nó xấu mà sốc luôn á. áo mình mua sale còn khoảng 170k. giá gốc thì siêu đắc. nhưng vải áo còn thua cái áo 150k mình từng mua ở shop khác. mình lướt thấy vài bạn nói sẽ dễ xù, và nhận hàng thì thấy không phải dễ xù mà nó đã xù trước khi mặc 🤡 vải ở những phần bo tay áo, vạt áo thì nó mềm nhão nhoẹt. nó chỉ được mỗi cái form mặc lên thấy ok. vải thì xù lông sừi sừi nhìn như áo cũ. mình mua làm quà tặng sinh nhật bạn nên không thể trả hàng được nhưng thực sự tặng mà ngại luôn á sốp ơi là sốpppp *mình gói lại vào túi r nên không chụp kĩ được nhưng chụp cũng sẽ không thấy được chỉ có cầm trên tay cảm nhận mới hiểu",negative
417,"màu sắc:xám đúng với mô tả:đúng chất liệu:nỉ bông mình k đánh giá về chất lượng sp nhưng mình không hề hài lòng với bên chăm sóc khách hàng, mình liên hệ muốn đổi sz vif shop mô tả sz xl dài 62cm nhưng ship về mình đo dài 69-70cm nên mình muốn đổi qua szl mình nhắn ngày 25/9 và mong đi đơn sớm vì mình có cv cần đi hà nội. ngày 28 mình nt lại hỏi shop thì shop mới nói với mình là hàng mới về nên giờ mới đi đơn cho mình, ngày 30 mình hỏi lại vì gấp quá thì shop lại nhắn hôm đó mới đi đơn vì sót đơn của mình. sau 7ngày thì mình mới nhận được áo đổi trả. nhưng shop vẫn gửi lại szxl. mình nt hỏi thì shop lại xin lỗi và kêu sai xót. mình thật sự thất vọng và cảm thấy shop chưa kĩ về khâu chăm sóc khách hàng và mình k còn muốn mua sp ở shop nữa",negative
418,"khoá kéo bị lỗi, mong shop rep tn insta để xử lí cho em ạ",negative
419,"thấy review trên tt khen dày dẹn form đẹp tân bốc bla bla làm đã lố các thứ mà sao mua về thấy lạ lắm, dây kéo thì đểu vải cũng đểu i chang -.- thất vọng. cái túi zip có cũ bét nhìn chả ra làm sao, mua sale nên cũng lười trả hàng. bên shop có gọi thì tớ từ chối nghe máy nha :v",negative
420,"chất liệu:nỉ màu sắc:đen form xinh, vải mặc vài lần đổ long, khoá kéo rích bất tiện",negative
421,"chất liệu:ni bong đúng với mô tả:ko màu sắc:đen vải áo rất dễ xù chắc giặc được 1,2 lần là xù ghê góm luôn á. mongg là shop khắc phục, mình thấy có vài đánh giá cũng nói y mình",negative
422,"áo tạm ổn, bám lông khi mặc, nhận hàng có vết dơ trên tay áo vải này sẽ xù lông nhé ae, nhận về sờ thấy đã ra lông nhẹ r á",neutral
423,áo này giặt vài lần sẽ xù lông nhé hãng này sản xuất áo khoác dùng vài lần giặt là xù lông,negative
424,giao lại lần thứ 2 rồi lần đầu giao sai áo lần 2 áo hơi xù lông với hơi cũ =)),negative
425,mua vì khoá kéo màu bạc mà giao về màu đen 🔥,negative
426,"vải tốt, túi zịp đựng áo bị cũ và bị mở ra",negative
427,ảo mỏng hơn màu đen đợt tôi mua,negative
428,"áo cầm nặng tay, nhưng chất vải dễ xù, độ hoàn thiện chưa cao đường may ngay túi lệch nhau, còn khá nhiều chỉ thừa",negative
429,"màu sắc:trắng xám thiên ngã vàng ý chất liệu:vải bông dễ xù đúng với mô tả:k biết vải này thì chắc chắn xù nha, bên trong ấm áo dơ , không biết sao chụp màu nó nhạt và ít hơn chứ bên ngoài nó dơ nhiều và vàng đậm luôn, sợ shop dây kéo rít , khó kéo lên dược, mệt khúc này nha còn đổi thù không chịu đổi , bảo gần tết hàng nhiều , nhưng mà gần 20 ngày nữa mới tết mà sao không đổi lại được , t đổi nhiều lần rồi ,2-3 ngày là cùng mà cái shop này sao í, chỉ chịu trả tiền về ví shoppe thôi nhưng cái tao cần là đổi lại áo mới để tao mặc, tốn thời gian! định 1sao rồi nhưng thôi vì tính ra shop còn rep tin nhắn.",negative
430,màu sắc:tiêu nhạt đúng với mô tả:đúng chất liệu:dầy vải dày nói chung là ổn nha,positive
431,"hong có giống màu xám chì shop chụp xíu nào, 1m7 55kg size m thấy rộng với tay áo quá dài",negative
432,"chất liệu:vai ni bong màu sắc:xam tieu đúng với mô tả:dung voi mo ta lam nha cũng dễ bị xù lông, mặc không cẩn thận giặt không để ý thì nó xù thì thôi nhé luôn ấy vì là nỉ bông nên xù phải rồi, còn chân cua thì khác nma ưu điểm của em này vẫn là ấm, mình ở miền nam không lạnh lắm. dáng chuẩn nha, mặc rất xinh luôn chỉ chê chất xù thôi, còn lại được à ưu điểm của shop là giao hàng nhanh lắm nha :))) nhanh cực lắm luôn á chời",positive
433,"đúng với mô tả:đúng màu sắc:xám trắng mua của shop không ít đồ rồi nhưng lần này thất vọng vì nhận trúng hàng lỗi, có ib thương lượng nhưng nhân viên rep lâu nên không muốn đổi nữa vì quá mất thời gian",negative
434,chất liệu:thun đúng với mô tả:đúng màu sắc:ok áo khoác bằng thun cam nặng tay không dày cũng không mỏng nhưng áo còn bị lủng 1 lỗ là sao vậy shop shop lên đơn nhanh,neutral
435,"vải bị xù lông lên giặt chỉ mới 1 lần, giá vậy thì cũng tạm thôi .",neutral
436,áo không đẹp nha vải ý mình thấy k xứng với giá tiền may ẩu lắm chất cũng k đẹp màu cũng k giống mấyy,negative
437,"màu sắc:oki rất bực mình với khoá áo,rất là mất thời gian luôn, nhiều lúc đang gấp không kéo khoá áo được, sốp nên xem xét cải thiện phần khoá áo.",negative
438,đúng với mô tả:màu ở ngoài không giống trog hình lắm màu sắc:xám tiêu nhạt mà nó tối hơn trog hình chất liệu:nỉ em đổi r mà mua lại màu nó hơi giống cái em đổi shop ơi huhu,neutral
439,chất liệu:nỉ bông áo siu dày cầm rất nặng tay chắc chỉ mặc được vào mua đông thiệt lạnh k thì rất nóng vải ngoài k trơn rất mong chờ sp nhma k hài lòng lắm nó rất bự nha mng mặc dù shop tv sz kêu là sz là vừa vặn với mình nhưng nó rất là bự mặc như bơi trong đó luôn hơi buồn với sp dây kéo k đẹp lắm còn chỉ thừa. shop tư vấn rất nhiệt tình luôn mong shop đợt sau ra thêm mẫu nhỏ hơn nữa đc k ạ,positive
440,"shop giao hàng nhanh, giao đúng và đủ số lượng sản phẩm mình đặt",positive
441,"ý là áo form đẹp vs màu đẹp á, nhưng cái khoá khó kéo vaiz lol, tui thích cái khoá nhựa hơn, nhìn nó dễ thw vs dễ kéo hơn khoá này, tui kéo quài ko lên kéo lên kéo xuống khó khăn là thấy bực rồi , áo có dây trên nón, mũ to ok nhaa nhưng cái khoá rất là bực bội luôn nha. sáng mình bận nên chỉ test áo đến mức đó mình nghĩ tối dành thời gian xem lại, nhưng áo rất khó kéo và mình kéo đc khoá trên nhưng lại ko kéo đc khoá dưới:)))))",negative
442,áo đẹp chất vải dầy dặn nhưng rất rất dễ bị xù lông mình mua về không giặt áo mặc luôn mới có hai ngày phần tay áo đã bị xù lông nếu có thể shop nên đầu tư vào phần vải nhiều hơn nữa mắc hơn thì mình cũng mua vì tiền nào của đó🥰,neutral
443,màu sắc:màu xám tiêu chất liệu:nỉ bông đúng với mô tả:oki okie lắm,positive
444,"áo mình săn dc cũng rẻ, nma chất lượng khiến mình hơi thất vọng, chắc do lỗi 1 tí nma shop đã hỗ trợ mình đổi trả rồi ạ ❤️",neutral
445,"màu sắc:xám tiêu đậm đúng với mô tả:đúng chất liệu:nỉ bông chất vải ok, áo hơi nhiều chỉ thừa, đường may bên trong của khoá hơi xấu, mình mong đợi sản phẩm chỉnh chu hơn nhưng nhìn chung mọi thứ ổn",neutral
446,áo siêu rộng mặc thoải mái nma k kín gió lắm nên mng vx nên mặc 1 lớp áo dù ở trong để chắn gió,neutral
447,"cầm áo nặng nhé nhưng mặc kh ấm đâu, mình mặc khoảng 3l, giặt lần đã bị xù lông ở phần tay áo nhiều rồi ạ",negative
448,"đẹp thiệt, nma vải có vẻ k được lâu, mặc chơi z form siu đẹp lun á",positive
449,"màu sắc:dung đúng với mô tả:dung áo form đẹp, giống ảnh nhưng chất sờ ngoài hơi gai ko đc nhẵn, chắc dễ bị sùi áo dày, mặc ấm nha",positive
450,:v hàng lỗi cũng giao kêu đổi sp khác kêu 8-9 ngày mới nhận đc hàng trong khi đặt hôm trc hôm sau giao r k hỗ trợ nhiệt tình :))) mua mặc tết mà gặp shop …. sau khi trao đổi thì shop book ship đổi áo mới cho mình luôn . nói chung áo đẹp hỗ trợ khách hàng ổn,negative
451,"màu sắc:xám tiêu đậm chất liệu:nỉ bông đúng với mô tả:đúng sản phẩm đẹp tuy nhiên có khá nhiều chỉ thừa, túi xong bị may thiếu may sơ sài khoá kéo tuy nân cấp rồi những vẫn khá khó kéo k đuọc mượt lắm mua hang bên shop khá nhìu nhưng lần này k ưng lắm",positive
452,e cho feedback lại nha áo sốp dày ghê té xe xoay 2 3 vòng k rách luôn mà logo chắc quá chắc vướng j rách một lỗ ngay logo luôn sốp 👍🏻 mới mua mặc dc 2 lần té rách áo :))))),negative
453,"bo chun siêu tệ :))) mà ko thấy ai nhắc tới ta . nó gần như ko có tí nào gọi là bo hết á. này là do chất vải sốp dùng nó bị tệ . phần nữa là quả mũ quá to , ai gu mũ to thì nên mua",negative
454,chất liệu:nỉ màu sắc:xám trắng đúng với mô tả:mình mua mấy lần rồi mà kh có lần nào mà vải xấu như vậy khá thô nha kh được mịn,negative
455,"m6 mặc chưa qua mông , cảm giác hơi ngắn , có thể tăng size cơ mà áo rộng , bên trong dính lông nha mn hơi khó chịu, có vẻ ấm mặc mùa đông thích hợp",positive
456,"mình thấy áo còn khá nhiều bụi, và chỉ thừa 🥲🥲🥲 đường may không đẹp lắm, tia kéo thì kéo bị cứng 😭😭😭😭 nhưng mà áo rất dày, ấm",positive
457,"đúng với mô tả:đúng màu sắc:xám chất liệu:vải form áo cũng được, vải ko đẹp ko biết có bị xù ko nữa mình cũng có cái hại ko ạ gởi bài từ khi có ngưcó những gì cái gì đó thì cũng phải chi tiền ra 💵💵💰🤑💰🤑💰🤑",positive
458,đúng với mô tả:áo đẹp chất liệu:nỉ bông màu sắc:rêu nâu áo vải dày dặn cầm nặng tay lắm lun đường kim mũi chỉ đẹp ko có chỉ thừa dây kéo mượt nón hai lớp rộng nên mua nhe mn :3,positive
459,m58 mặc sz l như vậy đó mn. t thích rộng rộng nên mặc trùm mông mũ to cho thích. vải mịn phía trong bông mặc siêu thích,positive
460,"chất liệu:nỉ bông đúng với mô tả:đúng màu sắc:trắng xám áo dày lắm , mũ to dày 2 lớp khóa đã được cải thiện kéo mượt k bị rít áo có túi trong siêu tiện nỉ bông khá dày m5 mặc size m mặc chùm mông trông nó cứ to sao sao",neutral
461,"màu sắc:xám nhạt chất liệu:nỉ bông đúng với mô tả:yes áo đẹp lắm nha ,chất nỉ bông áo dầy dặn mũ siêu to lun ,đứng from ,shop hỗ trợ nhiệt tình 10đ 😘😘😘😘😘😘😘😘😘",positive
462,"đúng với mô tả:đúng ạ chất liệu:nỉ bông màu sắc:black giao hàng nhanh, đóng gói kỉ nè, áo mặc lên rất đẹp cái fit, phối đồ hơi bị oke ạ, nhma chỉ hợp mùa noel bây h thôi nhen, với vải này mà mua giá như này là quá oke ròi, muốn vải nó bền tùy theo cách bảo quán thoi nè",positive
463,"form đẹp cực, chất vải dày dặn, ở trong có lớp lông mềm với k bị sơ bông ra áo nè, nên mua lắm luônnnnnm",positive
464,"chất liệu:nỉ bông đúng với mô tả:đúng màu sắc:đen áo rất đẹp nên mua nha mn ơi , from cũng rất đẹp không có gì để chê lun á",positive
465,"áo xinh đóng gỏi cẩn thận kbt có giặt xong có dễ xù k, cũng nhiều chỉ thừa khoá kéo k mượt lắm nhma bù lại là rất xinh nhaaa mih 1m58 mặc size l cầu vai kiểu 😇cũng gần như bơi trong áo=))",positive
466,"đúng với mô tả:đúng màu sắc:xám tiêu nhạt chất liệu:nỉ bông hàng nhận về chất lượng cầm nặng tay, bên trong lót bông nên ấm có cả 2 túi trong để đựng đồ, lên form đẹp sẽ ủng hộ shop tiếppp",positive
467,"đúng với mô tả:đúng chất liệu:nỉ 2 da chùi ui mua đồ của shop từ sàn t qua sàn s 4-5 lần rùi chưa bao giờ thất vọng, mình có đặt nhầm mẫu shop hỗ trợ đổi rất nhiệt tình ạ, cskh tốt, sẽ ủng hộ shop trong tương lai ạ!!",positive
468,màu sắc:ok chất liệu:ok đúng với mô tả:ok áo rất to nha cầm trên tay nặng màu ở ngoài đẹp có cả túi ở bên trong nên rất tiện nói chung ok nên mua nha,positive
469,"màu sắc:xám tiêu chất liệu:vải nỉ bông đúng với mô tả:đúng áo rộng quá huhu😭 chắc do mình ốm, lùn nên mặc áo lên from k đẹp nhma bù lại là áo dày dặn, nón to 🤞vải trong của áo là nỉ bông mặc ấm lắm nka, phù hợp mùa ❄️ nè 💓",positive
470,"chất liệu:quên òi màu sắc:tiêu đậm đúng với mô tả:đẹp tui mà giàu là tui mua nguyên shop, năm nào cũng bận áo khoác của whose hết, tại nó đẹp, trend, chụp ảnh lên màu đúng chiến, nói chung là quá xuất sắc quá tuyệt 🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇",positive
471,màu sắc:tiêu nhạt chất liệu:nỉ bông đúng với mô tả:đúng nè áo siêu đẹp siêu ấm luôn. áo đẹp mặc lên form siêu đỉnh khỏi phải bàn rồi. đồ của nhà whose thì đẹp miễn bàn rồi. mãi iu whose❤️,positive
472,màu sắc:maud xám chất liệu:thum đúng với mô tả:đúng màu sáng form đẹp quả logo đẹp ghê giao hàng nhanh đóng gói hoàn chỉnh dây kéo chắc chắn hoàn toàn hài lòng.,positive
473,"chất liệu:vải mìh nhận hàng và thấy đây ko phải là chất thun lạnh, vì mình cũng có vài chiếc quần thun lạnh và mình cx đã mua mấy cái quần thun lạnh như thêz kia ở shop khác r ạ, chất khác chứ kp chất này ạ",neutral
474,đặt quần boxer shop giao loại tam giác. đặt giao hoả tốc vì gấp nhưng shop không đưa ra cách giải quyết thoả đáng cho khách hàng. phản hồi khách hàng vô cùng chậm. gọi điện không nghe máy.,negative
475,"shop lúc giao thiếu hàng , lúc thì giao nhầm size , rất mất thời gian",negative
476,"đúng với mô tả:ok chất liệu:đẹp màu sắc:đẹp mua xl mặc không vừa, sezi xl không đúng",neutral
477,đặt hàng theo size mô tả sp. xong lúc sau thấy ảnh bảng size đăng kèm sản phẩm lại khác. nhắn tin hỏi shop tư vấn và nhờ đổi lại size thì tư vấn không rõ ràng. lúc thì bảo size này lúc thì size kia xong vẫn không đổi hàng giúp kh mà giao hàng đi luôn. quá chán,negative
478,giao hàng quá chậm. rep tin nhắn chậm. dịch vụ tệ. mình cần gấp nên đặt hoả tốc mà đặt từ chiều qua đến trưa nay mới nhận được hàng 😀. mặc dù đã nhắn hối shop rất nhiều. làm ăn lôm côm,negative
479,"đúng với mô tả:yes màu sắc:đen chất liệu:bình thường size to nhất nhưng mặc như size m, để tới hơn 90kg nhưng sọt vô dc mỗi 1 chân, mình có tập gym cũng gọn mà size z thì quá thất vọng",negative
480,khách đặt nhầm size muốn đổi mà kêu khách phải chịu phí ship. hỗ trợ kém. ko nên mua,negative
481,mua ares man giao calvin klein chấp vá ?,negative
482,hiện quà tặng là cái này mà không nhận được gì hết nên cho 1* luôn. thà không hiện thì thôi,positive
483,quá tệ giặt 1 nước rút đến ko mặc được lun. vứt hết 5 cái uổng tiền,negative
484,cùng 1 size nhưng cái chật cứng cái thì rộng rất khó chịu,negative
485,"quần 3xl rồi mà còn chật, trong khi mình chỉ 1m65 67kg",negative
486,không có quà tặng kèm theo như trên đơn hàng,negative
487,không nhận đc quà tặng lấy gì đánh giá?,negative
488,"chất liệu:vải thun quần vải mỏng, có mùi khó chịu vải thừa chưa cắt gọn, chỉ thừa rất nhiều danh sách quà tặng thì nhiều, tuy nhiên nhận thì không thấy món nào được tặng hết",negative
