,comment,label
567,"thiết kế bìa:đẹp đối tượng độc giả:người tâm lý vững bìa đẹp truyện hay và hơi dảk, nhưng tâm lý vững nên đọc đc",positive
568,sách bị cong nhẹ và nhiều trang giấy bị nhăn.,negative
569,"thiết kế bìa:đẹp đối tượng độc giả:chắc tầm 13+ :)) shop đóng gói nhanh cẩn thận chắc chắn, hàng nguyên seal kiếm khó lắm mới được shop bán tập 1 nguyên seal. giao hàng nhanh hơn cả dự kiến, shipper giao không ngại nắng mưa. cảm ơn shop vì giờ mình đã sưu tập được đủ bộ!!",positive
570,"thiết kế bìa:đẹp đối tượng độc giả:13+ đóng gói khá chắc, hàng về nhanh, tuy ko có bm nhưng chỉ cần đọc hay là được",positive
571,"thiết kế bìa:đẹp quá luôn í đối tượng độc giả:10+ (chắc vậy) bìa đẹp, sách kh cong, gói kĩ, ruột sách sạch sẽ nói chung là ưng",positive
572,"thiết kế bìa:đẹo đối tượng độc giả:thiếu niên sản phẩm đúng mẫu, đúng số lượng, chất lượng ok, giá ổn, đóng gói cẩn thận, giao hàng nhanh",positive
573,"thiết kế bìa:đẹp đối tượng độc giả:fans elaina. sách mới còn nguyên seal, bìa đẹp, đầy đủ quà. tóm lại là tốt. quyển 2 khui màn seal để xem rồi. cảm ơn shop nhiều. mong shop cập nhật thêm các tập để có thể có đủ bộ này.",positive
574,"giao hàng nhanh, đóng gói chắc chắn ,không bị móp méo, chất lượng tuyệt vời, lần sau sẽ lại mua ủng hộ shop",positive
575,"thiết kế bìa:đẹp hàng được bọc cẩn thận nên sách nguyên vẹn, nhìn thích mắt cực.",positive
576,hên là amak đã tái bản lại chứ không là không bk sưa tập kiểu gì. sản phẩm khá chất lượng cuốn lightnovel hơi cong nhưng tổng thể khá ổn. sẽ ủng hộ shop dài dài.,neutral
577,shop giao nhanh mua được với giá rẻ đóng gói cẩn rất hài lòng cho shop 5s :)),positive
578,thiết kế bìa:đẹp đối tượng độc giả:mọi người shop giao nhanh gói kĩ khi nhận không bị df nên mua nha mn,positive
579,"đối tượng độc giả:fans thiết kế bìa:ổn sách mới, in đẹp, chất lượng tốt đúng như mô tả, đóng gói khá ok, mua nhiều bộ qua shop nên cũng yên tâm. bỏ vô thùng lười lấy ra nên thông cảm :) bộ này đang thiếu tập 1, 7,8 mà không thấy sale tập 1 nên chờ 7,8 tái bản rồi mua sau vậy 😌",positive
580,shop giao hàng nhanh. đóng gói cẩn thận. sản phẩm tốt. sẽ ủng hộ shop lần sau nữa.,positive
581,"đóng gói kĩ, sách còn nguyên seal và ko bị dập, shop bao uy tín :v",positive
582,shop giao hàng nhanh. đóng gói cẩn thận. sản phẩm tốt. sẽ ủng hộ shop lần sau nữa.,positive
583,"thiết kế bìa:đẹp đối tượng độc giả:thanh thiếu niên sản phẩm chất lượng tốt, gói hàng cẩn thận, giao hàng nhanh",positive
584,"sách có thực đơn đa dạng nhưng chăm sóc khách hàng quá tệ , không nên mua , nên mua chỗ khác nhé mn",negative
585,cho 1 sao vì cách gói hàng.để lần sau kĩ hơn gói kiểu này mưa thì ướt hết sách thật lạc mất đồ k đủ hàng cho khách,negative
586,"đọc đánh giá thấy mn khen quá chừng nên bấm bụng mua thử riêng m thấy sách cũng bth chắc do m đã có 1 bé rồi nên đã có kiến thức chăng? tuy là trc đây m chưa cho bé ăn dặm kiểu nhật, nhưng thật sự thấy cũng bth",neutral
587,nhìn có chán ko này sách vận chuyển ko có chống sốc để nhăn nheo vậy nhìn sách là đã chán ko muốn đọc. nhắn tin shop mấy ngày ko thấy phản hồi mặc dù vẫn online ko quay lại mua lần nào nữa thật thất vọng,negative
588,giao hàng cực kì chậm. 5 ngày,negative
589,đúg sp,neutral
590,ship trên hình quá tệ chửi khách mong shop làm việc vs vận chuyển đừng để ship đó giao cho e thêm 1 lần nào nữa nếu k xem xin phép hoàn hàng đặt lại,negative
591,shop hết hàng ko báo trước cho khách. chờ đợi lâu xong lại phải đi mua chỗ khác vì đang cần.,negative
592,sách in thiếu nội dung trang. hỏi thì shop ko trả lời! :(,negative
593,giao hàng siêu lâu. nt thì không trả lời luôn. đặt đc chờ để lấy hàng thì chưa có. hnay về quê mất thì lại giao phải nhờ ng khác lấy hộ. chán. hình ảnh chỉ mag tc minh hoạ,negative
594,ko nên mua phí tiền.,negative
595,"sách đẹp, ngắn gọn, dễ hiểu. tuy nhiên cần kiểm tra kỹ trước khi giao. sách bị rách 1 trang.",negative
596,"sách chưa đọc ns chung nhìn ngoài ổn 5 sao cho chất lượng cách đóng goi nhung mình chỉ cho 3 sao cách phục vụ khách hàng nt thì im lặng k trả lời trong khi mình nhắn 2-3 lần ,online cũng k tl lên đơn cái là ship liền",neutral
597,"thiết kế bìa:đẹp đối tượng độc giả:mẹ bỉm sữa cb cho bé ăn dặm bao bì đẹp, ảnh dễ nhìn nhưng mà nhiều kiến thức mình thấy k ổn lắm, nên để tham khảo thực đơn hơn là xem đọc kiến thức",neutral
598,sách đẹp tốt hơn so với mình nghĩ 👍 nhưng khi nhận hàng thì hộp đựng bị rách và 1 quyển sách bị hư nhẹ,positive
599,"thời gian giao hàng chậm.,............................",negative
600,shiper k tận tình. hay đổ lỗi,negative
601,"sách chỉ mang tính chất tham khảo, thực đơn không phù hợp mấy.",negative
602,"thiết kế bìa:đẹp đối tượng độc giả:ổn đang đọc , khá là dễ hiểu. tuy nhiên nếu sách phân riêng từng chu kỳ ăn dặm sẽ tổt hơn",positive
603,giao hàng nhanh! sản phẩm y hình! sách có hình minh hoạ rõ nét! tuy nhiên bìa sách bị lỗi nhỏ trừ 1 sao của shop,positive
604,"cỡ chữ nhỏ hơi khó đọc. cách trình bày nội dung, hình ảnh có chút rời rạc. nội dung không nhiều kiến thức về ăn dặm như mong đợi. sách đơn giản như 1 cuốn hướng dẫn nấu ăn. được cái gợi ý khá nhiều món ăn theo từng giai đoạn.",negative
605,"sách đẹp chất lương tốt, chưa đọc nên chưa rõ nội dung. tuy nhiên giao hàng hơi chậm, 4 ngày mới nhận đc hàng",positive
606,"sách đẹp, sẽ mua shop lần nữa",positive
607,"giấy in bình thường ko đẹp lắm, giao hàng nhanh, nói chung tạm được",neutral
608,"sách hay mỗi tội giao hơi chậm và nội dung có chút lỗi, ghi cá trắng nhưng lại để hình nấm hình ảnh chỉ mang tính chất nhận xu",negative
609,chất lượng sản phẩm tuyệt vời. thời gian giao hàng nhanh. tuy nhiên đóng gói hơi sơ sài nên bìa hơi bị cong nếp đôi chút,positive
610,mình chỉ đặt mua giúp cho mẹ bé ạ.. thấy đóng gói ổn. chưa đọc qua. nhưng nghĩ chắc đúng chuẩn dạy kiểu nhật ạ,neutral
611,"sách dày dặn, đẹp. có hướng dẫn các món ăn, m đag nghiên cứu. ..",positive
612,chất lượng sản phẩm tốt,positive
613,thời gian giao hàng rất nhanh tranh rau cu qua bằng giấy bị gập nhìu lần nên bị gãy hết,negative
614,hàng ok đóng gói cẩn thận. thank shop,positive
615,đóng gói sản phẩm chắc chắn,positive
616,chất lượng sản phẩm tuyệt vời,positive
617,thiết kế bìa:dep đối tượng độc giả:me bim sua sách hay. đầy đủ cho mẹ bỉm tham khảo đóng gói chắc. ko sợ hư shipper vui vẻ nhiệt tình sẽ ủng hộ thêm ạ,positive
618,thiết kế bìa:đẹp đối tượng độc giả:mẹ bỉm giao hàng nhanh chóng. sách đep dễ đọc. sách viết rất chi tiết tỉ mỉ thêm hình ảnh minh hoạ đẹp mắt dễ hiểu. khá là nhiều món ăn cho con. các mẹ nên mua ạ. chỉ cần 1 quyền này là đủ rồi ạ,positive
619,thiết kế bìa:màu hồng ăn dặm kiểu nhật sách mới hay và dễ đọc nên mua khi nhà có bé nhỏ ăn dặm rất bổ ích ☺️☺️☺️☺️☺️,positive
620,"sách này nổi tiếng rồi nên là khá yên tâm. giao hàng nhanh, sách cực bổ ích cho các mẹ muốn dùng phương pháp ăn dặm cho con",positive
621,"thiết kế bìa:đẹp đối tượng độc giả:cha mẹ chuẩn bị cho con ăn dặm đóng gói cẩn thận, giao hàng nhanh. hi vọng sách sẽ hữu ích cho mẹ bỉm tập đầu như mình",positive
622,"đối tượng độc giả:phu huynh thiết kế bìa:đẹp sho giao hàng nhanh, đóng gói đầy đủ. sách mới và đẹp. giá mua trên này 1 số quyển rẻ hơn",positive
623,"sách mới, đẹp, đóng gói cẩn thận, giao hàng nhanh. mong rằng những nội dung tròn cuốn sách sẽ giúp mình nuôi con tốt hơn",positive
624,"shop giao hàng nhanh, sách in đẹp, không bị nhiều lỗi chính tả như cuốn ăn dặm ko phải là cuộc chiến mà mình đã mua, hi vọng phù hợp với bé.",positive
625,"đối tượng độc giả:ba mẹ có con trong và cbi ăn dặm thiết kế bìa:ok shop đóng gói cẩn thận, sách đẹp. nếu mua nên mua sớm để nghiên cứu hết những giai đoạn ăn dặm của trẻ, bé mình hơn 14m bí món quá nên mua về tham khảo thêm thôi :)))",positive
626,"thiết kế bìa:ok đối tượng độc giả:mẹ bỉm sách đẹp hình ảnh bắt mắt , dày dặn đóng gói nhanh . sách được phiên dịch lại",positive
627,"sách rất đẹp, shop bọc và đóng gói cẩn thận. giao hàng khá nhanh. sách rất hữu ích ạ. hy vọng em bé nhà mình sẽ thích những món thực đơn có trong sách.",positive
628,"đã nhận được sách đầu tiên là màu sắc rất đẹp thứ 2 là nội dung rất hay thứ 3 hướng dẫn rõ ràng, cụ thể theo từng giai đoạn ăn dặm",positive
629,"đối tượng độc giả:me bim thiết kế bìa:dep sách in đẹp, màu sắc chuẩn. chưa có thời gian đọc nhưng thấy được review khá nhiều.",positive
630,"giao hàng nhanh, sách dày dặn giấy đẹp, có rất nhiều thông tin bổ ích cho các mẹ cho con ăn theo pp kiểu nhật",positive
631,"thiết kế bìa:đẹp đối tượng độc giả:mẹ bỉm sách đẹp, kiến thức hay, rõ ràng tỉ mỉ. rất thích hợp cho các mẹ bỉm muốn cho con ăn theo pp ăn dặm kiểu nhật",positive
632,"sách giao khá nhanh nhưng móp ạ với lại bị dơ gì đó không chấp nhận được đâu , sách còn bị rách",negative
633,cho 4* rồi giời quay lại cho 1* sách thiêud hẳn 12 trang ủa sách kiểu gì kì thế,negative
634,thiết kế bìa:đẹp bìa bị gãy và rách không biết bên đóng gói ra sao chỉ có một thùng xốp mà không có màng chống xốc mong ad coi lại cách đóng gói,negative
635,"đối tượng độc giả:mọt sách thiết kế bìa:đẹp coi kĩ thì là sách fake. làm ăn kiểu này kì quá shop. ban đầu k để ý chứ in nhòe, sai chính tả với thiếu trang tùm lum",negative
636,đây là sách giả mà sao giới thiệu hàng chính hãng?? chưa kể tập 1 có tận 7 trang in thiếu nội dung,negative
637,"bị mất nhiều trang, 1 nửa chương này và gần hết chương sau, chán ghê ạ",negative
638,"sách in thiếu hay sao í, mình lên trên mạng tìm thì có những phần k có ở trong sách chả biết ra làm sao",negative
639,"thiết kế bìa:tạm ổn đối tượng độc giả:mê đọc sách trinh thám sách fake, có vấn đề nên giá khá là rẻ, giấy mỏng, chữ nhỏ nên đọc dễ mỏi mắt, đóng gáy sách cẩu thả (như ảnh trên), nhiều trang sách bị nhăn.....tiền nào thì của đó vậy...ham mua rẻ thì kg đòi hỏi nhiều hơn đc.",negative
640,"chỉ tính riêng nội dung thì in ấn vô cùng tệ, các trang sách thì dính lại vs nhau, thậm chí có trang nọ xọ trang kia. trải nghiệm rất tệ.",negative
641,"sp siêu tệ luôn, sách vừa nhận mở ra thì thế này, bìa sách bung bét, keo bung ra hết, quá tệ, không bao h quay lại mua shop này 1 lần nào nữa, mọi ng cân nhắc khi mua",negative
642,tớ k nghĩ lịch túi mà khách ghi là 1 tờ lịch xé từ cuốn lịch ra rùi gói cho khách vậy ak mn,neutral
643,in méo xẹo còn thái độ với khách hàng.,negative
644,"thiết kế bìa:cứng đối tượng độc giả:trinh thám sản phẩm vô cùng tệ, in chũ thì lệch giấy còn dính vào nhau,sách thì méo,mọi người nên cân nhắc khi mua nhé",negative
645,"shop đóng hàng k có tâm, k có 1 tý chống sốc nào làm ăn chán, nhận hàng mà gáy sách xấu kinh khủng. mong shop lần sau lưu ý nhớ bọc chống sốc!!!",negative
646,thiết kế bìa:cứng đối tượng độc giả:18+ hàng đẹp bìa cứng ok mỗi tội đóng gói rất ẩu có nỗi 1 lớp mỏng với bìa ở ngoài trong quá trình vận chuyển chắc chắn sẽ bị hỏng,negative
647,"đối tượng độc giả:16+ thiết kế bìa:đẹp giao hàng nhanh, nhưng bìa sách bị móp đó đóng gói ko kĩ",negative
648,lớp nilong bọc ngoài 3q sách nát tan góc sách bị hỏng ntkia dặn shop là tặng r vẫn giao cho mk túi nilong rách tan thất vọng,negative
649,"shop này ai muốn mua thì nên vái lạy ông bà trước nhé , gói sách bìa cứng mà chẳng có nổi 1 miếng chống sốc . mai mắn sách mình chỉ bị df nhẹ nhưng vẫn bị lỗi trang ở trong",negative
650,giao hàng nhanh. nhưng sản phẩm bị hư rách (chưa mở siu luôn đó) như thế này. mình muốn giải quyết riêng qua tin nhắn nhưng lại ko trả lời:))))) mình chưa bao giờ đánh giá 1* 2* cho bất kỳ shop nào. đây là shop đầu tiên 🙂🙂🙂🙂,negative
651,"bọc không bị sao nhưng sách bị rách một lỗ khá to và rõ ràng, mình có lưu ý với shop là sách mua tặng lên khi nhận hàng khá thất vọng, tuy nhiên shop có trao đổi để đổi hàng nhưng không kịp nên mình từ chối, sách giao nhanh, bọc không chắc chắn",negative
652,thiết kế bìa:đẹp mọi người in hơi lỗi đang đọc chương này nhảy qua chương kia loạn hết r,negative
653,"thiết kế bìa:ok khá buồn vì tập thứ 2, thứ 3 bị xướt một đường dài rõ lần trắng, các mép góc bên phải cuốn nào cũng nhăn.",negative
654,"bìa cứng, đẹp nhưng in hơi lệch giấy thì rờ khá êm tay, nhưng 1 số trang bị dính, cắt chưa kĩ còn bị lỗi đánh máy nữa (gia súc->gia sức, là->lag,…) mới xài được 2 ngày thì xúc dây đánh dấu trang nói chung thì sản phẩm cũng khá ổn",neutral
655,"gói hàng cẩu thả ko có lớp chống sốc nào, vừa mở ra đã thấy rách seal rồi, góc thì bị dập. sẽ ko mua lại lần 2 (m.n cân nhắc trước khi mua)",negative
656,"quãi thật, đóng gói sơ sài tập 2 thì móp méo hết cả lên tập 1 và 3 cũng chả khác là bnh. coi như lần đầu cũng là lần cuối mua shop ạ",negative
657,"thiết kế bìa:bìa cứng đẹp mới đọc đc tập 1 thấy lỗi chứ nhiều quá, ko bt có phải hàng xuất bản ko nữa",negative
658,"sách bị móp và nứt bìa, thất vọng về shop quá",negative
659,hí hửng đặt tặng con mà nhận sách bị rách gáy. nhưng vì con đang muốn đọc nên ngại trả lại. hơi bực mình,negative
660,"bìa quyển 1 bị móp, màng co bị tháo trước đó",negative
661,"phát hiện có nhiều lỗi như thiếu chữ, in lệch giấy, khung xấu, cản giác không tốt",negative
662,"sách bìa cứng, dày, giấy in trắng, đẹp, chữ rõ ràng, chưa đọc nên chưa biết bản dịch ra sao? nhưng khá thất vọng vì bìa sách xước nhiều, bẩn, sờ vào như dính dầu mỡ (đặc biệt là tập 2) lấy giấy lau bẩn như thế này, là người hay nâng niu sách nên tôi thấy khá thất vọng. hy vọng từ sau shop chú ý hơn.",negative
663,"thiết kế bìa:bình thường sách giao về ko một bọc chống sốc bị móp tùm lum, giấy bên trong mỏng dánh thấu qua tận trang sau, với giá này mình ko đòi hỏi lắm nhma ít nhất cũng nên có bọc chống sốc bao lại cho sách ngoài ra giao hàng nhanh giá giảm rất rẻ",neutral
664,shop đóng gói k kĩ gì hết mọi người ạ sách của mình về bị móp méo nói chung là k ưng cách phục vụ lắm,positive
665,"giá rẻ nên không đòi hỏi gì nhiều. bìa hơi móp và cũ, trang giấy không dày lắm, dịch nhiều chỗ hơi lỗi. nhưng với giá đó thì ok, không đòi hỏi gì nhiều.",neutral
666,"sách rất đẹp và mới. nhưng tập 2 bị rách, shop làm ăn k được rồi",neutral
667,"mình có cảm giác giấy như thể đi in ra vậy, nhìn rất khó đọc và rất mỏng. bìa cứng nhưng cũng móp lên móp xuống. khá thất vọng",negative
668,"mình không hiểu là mua hàng chính hãng, mà sách giao cuốn không gia đình, nguyên seal mà bên trong bị rách trang, nực cười thực sự cuốn sherlock thì in chữ sai hết chính tả, chán thực sự, ko hiểu chính hãng làm ăn như vậy sao tr???",negative
669,"giao về bị rách gáy phần hộp cũng bị rách phần ngoài, shop bọc ko kĩ",negative
670,đặt now để ship cho nhanh nhưng 3 hôm mới nhận được. sách thì oke nhưng shop nên linh hoạt hơn.,neutral
671,"sách đẹp nhưng mà shop đóng gói không chắc chắn tí nào, có mỗi cái hộp bên ngoài, vì thế mà có hơi móp 1 xíu, cái bọc ngoài thì bị rách, cộng thêm việc vận chuyển lâu :(( tận 7 ngày mới về :(",negative
672,mới đọc tới trang 18 của cuốn 1 đã thấy sách dơ + rách + in sai tùm lum,negative
673,"thiết kế bìa:bìa cứng đẹp đối tượng độc giả:16+ sách có nhiều lỗi chính tả, chất lượng giấy tệ",negative
674,"sách đủ giao hàng nhanh đóng hàng còn chưa cẩn thận, k có lớp bọc chống sóc. sách bị bể góc",negative
675,"đối tượng độc giả:moi nguoi thiết kế bìa:on seal bị rách, hộp bị hở, đóng gói k kỹ, nhìn chung tạm ổn",negative
676,"bìa cứng rất đẹp, màu giấy trắng dễ nhìn. mỗi tội in lệch.",positive
677,"thiết kế bìa:bia cứng , ảnh ngoài bìa đẹp giao hàng hơi lâu , mua cả ba quyển với giá đó là siêu hời . chữ trong trang sách đẹp",positive
678,"thiết kế bìa:đẹp, sang sách đóng gói sạch sẽ, cũng gọi là chưa kĩ lắm nên vận chuyển có phần móp góc xíu. trừ việc các trang sách vẫn còn bị dính với nhau, chưa tách rời nhau hoàn toàn nên muốn lật tranh thì phải bứt nhẹ (sẽ rách đôi chút). nói chung sách đọc cuốn, hấp dẫn, mỗi việc nhiều trang bị dính liền nhau quá!",positive
679,"sách đẹp, không bị gãy bìa, số trang có vẻ đầy đủ nhưng ở quyển 3 của mình bị gấp mép, dư giấy nhưng với giá tiền như vầy là ổn rồi",positive
680,"thiết kế bìa:ok giá rẻ. tuy nhiên, xem mục lục thì có vẻ thiếu một vài vụ án, ví dụ như dải băng lốm đốm hay những hình nhân nhảy múa",neutral
681,giao hàng sách bìa cứng mình mua vs giá là 150k giảm nửa giá siêu rẻ đóng gói cẩn thẩn,positive
682,"thiết kế bìa:bìa cứng sách bìa cứng, chữ rõ ràng, sách đẹp, đáng mua, giáo hàng nhanh , đóng gói cẩn thận, tuy nhiên bìa vẫn bị rách 1 chút, sẽ quay lại ủng hộ",positive
683,"giao hàng nhanh, đầy đủ, nhưng khi sách tới lại hơi bị móp méo, nhăn, khiên tôi ko hài lòng lắm về cách đóng gói",neutral
684,thiết kế bìa:thiết kế bìa đẹp đối tượng độc giả:dành cho độc giả yêu thích sản phẩm này rất tốt,positive
685,thiết kế bìa:thiếu hộp giao thiếu hộp. lỗi nhỏ nên mình không trả hàng. nên cho shop 4 sao thôi. ngoài lỗi trên thì sách đẹp. đóng gói kỹ.,neutral
686,đối tượng độc giả:thích thì đọc thiết kế bìa:bth hàng giao cũng nhanh đủ số lượng nhma 3q đều bị móp ở cạnh trong mất thẩm mị huhu nhma bùa cứng chắc chắn cũng ok,neutral
687,"thiết kế bìa:bìa cứng in hình nổi đẹp đối tượng độc giả:mọi lứa tuổi sách đóng chắc chắn, đẹp",positive
688,"giao hàng nhanh. bìa cứng cáp nhưng tập 2 bìa bị rách ở mép, nên cho 4sao thôi.",neutral
689,"sách khá đẹp, bìa cứng, chất lượng giấy tạm được. giao hàng nhanh chóng",positive
690,thiết kế bìa:cứng đối tượng độc giả:ko bt nx giao hàng hay vận chuyển bị móp🤡,negative
691,"nhận dc đầy đủ 3 cuốn, giao hàng nhanh, giá rẻ, bìa cứng + nặng, trang giấy hơi mỏng, dịch ổn nhưng hay bị lỗi đánh chữ, lâu lâu thiếu chữ, dư chữ. mình từng đọc sherlock homles của nhà xuất bản khác cảm thấy họ kiểm tra kĩ hơn trước khi xuất bản. góp ý nxb tí ạ :))",neutral
692,"đối tượng độc giả:16+ thiết kế bìa:bìa cứng xịn lần đầu có trải nghiệm mua sách tuyệt vời, giao hàng nhanh, có ít móp méo nói chung là ưng",positive
693,"đối tượng độc giả:thích trinh thám. thiết kế bìa:siêu đẹp luôn nha:33 ko ngờ sách lại đẹp như thế... vì có voucher nên tui mua rất rẻ... sách siêu mới, thơm mùi giấy. chữ in rõ, đẹp!!!!",positive
694,"phải nói shop này quá chuẩn. đóng gói rất sạch sẽ và chắc chắn, sách bìa cứng đẹp và trọn bộ với giá hợp lí. đánh giá shop 5 sao, nên mua nha.",positive
695,"thiết kế bìa:đẹp, bìa dày đối tượng độc giả:12 tuổi shipper thân thiện. giao hàng nhanh. bao bìa cẩn thận đóng gói kĩ càng. 3 cuốn với giá 159.000vnd thì quá rẻ, nên mua thử!",positive
696,"thiết kế bìa:đẹp và chắc chắn đối tượng độc giả:các bạn yêu thích đọc sách sách đẹp, chắc chắn đóng hàng cẩn thận. nên mua ạ",positive
697,"thiết kế bìa:đẹp đối tượng độc giả:18t sách xịn sò, bìa cứng cáp rất đẹp, giấy đẹp ko chê vào đâu đc, nội dung hay, cuốn hút, xứng đáng là tác phẩm kinh điển mọi thời đại",positive
698,"thiết kế bìa:cứng cáp, chắc chắn, thơm, đẹp đối tượng độc giả:ai cũng được. bất ngờ luôn ạ, đặt ngày 1, ngày 2 chuyển đơn, ngày 3 là hôm nay giao tới nhanh thật sự. sách còn bọc một lớp trong suốt, không móp méo gì, 10đ luôn ạ.",positive
699,"đối tượng độc giả:trịnh bữu kiếm thiết kế bìa:khang việt tốt, giao hàng nhanh chóng, giao hàng còn nguyên tốt,truyện rất đẹp,nên đánh giá 5 sao cho sự chất lượng,nhanh,nguyên",positive
700,omg lun á sách mới lại đẹp nx mik không ngờ shop lại giao nhanh tới vậy luôn á giá lại rẻ mà chất lượng nx,positive
701,"thiết kế bìa:bìa đẹp, phù hợp với nội dung sách đối tượng độc giả:những ai yêu thích những tác phẩm văn học hay tiểu thuyết hàng chất lượng, mình săn sale nên mới rẻ, bao bì đẹp, nội dung hay",positive
702,"đối tượng độc giả:mọi người thiết kế bìa:cứng sách bìa cứng, giấy đẹp mịn, rõ chữ, shop tư vấn trả lời tin nhắn rất nhiệt tình, giá sách còn rất rẻ nữa",positive
703,"đối tượng độc giả:mọi lứa tuổi thiết kế bìa:ok giao hàng rất nhanh, giao đúng và đủ số lượng hàng đã đặt. truyện thì ý nghĩa ,sách thì phù hợp",positive
704,"sách mới tinh, bìa cứng, không có in lỗi nữa chứ, 150k quá hời luôn!!! chưa bao giờ tui nghĩ mình lại sở hữu được một bộ thế này, nhà sách trên siêu thị hay fahasa các thứ toàn trên 300k. giao hàng cũng siêu nhanh luôn á. nói chung ưng cái bụng ghê.👍",positive
705,đối tượng độc giả:thích tiểu thuyết trinh thám thiết kế bìa:bình thường giao hàng nhanh. đóng gói kĩ. chất lượng in tạm ổn. tiểu thuyết nổi tiếng nên nội dung chắc hay.,neutral
706,"thiết kế bìa:cứng cáp, đẹp sách đỉnh dã man con ngan luôn ạ, bìa cứng cáp đẹp lắm ạ, shop giao nhanh lắm luôn ạ, cảm ơn shop nhiều ạ🫶♥️",positive
707,"gói truyện rất khó chịu, đã làm nhà sách mà gói truyện kiểu này thì cũng chịu, làm quăn hỏng cả sách của mình, mất tiền mua chứ có xin xỏ đâu mà gói hàng rất khó chịu",negative
708,"shop chuẩn bị hàng cực kì lâu nhắn lại 3 lần shop mới trả lời nhưng sản phẩm tốt,đẹp bên trong sách bị nhoè.",neutral
709,"mk kiểm tra lại thì sách bị lỗi,mình cần một lời giải thích ạ,shop uy tín sao sách lại lỗi được vậy,mk đã phải cắt ra sửa lại nhưng vẫn ko hết bực mk đc",negative
710,"thiết kế bìa:đẹp đối tượng độc giả:kbt (sửa lại đánh giá) thực sụ thất vọng đấy az ơi? mua sách của az từ lâu nhưng lần đầu tiên t thấy thất vọng v luôn? lúc trc đặt sách az,k thể tranh khỏi việc sách bị trầy xước nhưng bỏ qua lần 1 lần 2 rồi đến lần 3, khó chịu! lần này bạn mình đổi gu qua đọc thể loại này,k ngờ lại gặp vết xước to đùng luôn? vì mình nhận hộ hàng( chx bóc) cho bạn ấy nên về nhà bạn áy mới bóc ra xem và trời ơi, vết xước từ đâu mà có ? 1 cty lớn mà lm việc thiếu chuyên nghiệp v ạ, mình rất thích sách az nên lâp 1 2 tài khoản chỉ để mua sách az thôi, đương nhiên trong khâu đóng gói k thể tránh khỏi sai sót nhưng lm ơn đấy, đây là lần thứ 3 mình mua sách az và bị xước. điều này lm suy nghĩ lại về thái độ lm việc và trách nghiệm của nv đóng gói với sách ,với khách hàng r đấy ạ",negative
711,"đóng gói rất sơ sài, quá thất vọng về cách đóng gói của sach, khách hàng bỏ tiền ra mua sách mà shop đóng gói d chết mất",negative
712,"sách bị bẻ với nhiều chỗ nhăn cực luôn. quá nà thấy vọng, bên trong cũng nhăn với nhiều chỗ dơ nữa huhu y như sách cũ á. khum nên mua nhe mọi người 🥲",negative
713,mình mua mấy lần trước rất ok. không hiểu sao làn này sách hư hỏng như thế này. inbox shop cũng không phản hồi.,negative
714,"thiết kế bìa:được hào hứng chờ sách mà khi nhận sách thì thấy cái bên góc sách nó nhăn nhúm như này, kiểu hỏng hết cuốn sách nhìn thấy mà nản, sách thì cong vòng góc sách thì nát bét nhìn thấy ghê",negative
715,sản phẩm rất tốt mọi người nên mua cho shop 5 ⭐,positive
716,"nghĩ sao gửi sách từ hà nội vào tphcm mà bọc sách bằng túi xốp, móp hết mấy góc sách lun giận giận giận",negative
717,nhận được hàng xong that vọng luon sách bị rach lại còn bị bẩn,negative
718,chưa nhận được đơn hàng đã bị đánh dấu đã giao hàng,negative
719,"lười chụp ảnh lắm nhưng mà lần đầu tiên mua hàng mà mình ko ưng như vậy. sách thì mềm xèo, ko dc đóng bọc ở ngoài sách, đã v còn có nếp gấp như kiểu ai mở ra rồi vậy ấy. nchung tệ, chẳng ưng dc gì ngoài nội dung sách. giao hàng lâu",negative
720,"sách bị cong kinh jhungr, còn bị quăn góc các thứ ấy :) chời ơi may là vẫn đọc đưojc chữ.",negative
721,sản phẩm rất tệ. bìa bị cong. bên trong còn bị dianh mực tùm lum chỗ. phải chi có số âm thì tôi đánh giá quá tệ luôn. mọi người đừng mua chỗ này nữa. chờ lâu mà chất lượng sách như vậy quá tệ,negative
722,"mình thích cách gói hàng của shop và cuốn sách này. nhưng khi mình đang khí thế đọc thì  xoẹt  cái trang mình vạch đến rách 1 đường nhỏ, chỉ vì bị lỗi 2 trang dính vào nhau. mình là dạng giữ sách rất kĩ, mấy cuốn bị móp gáy hay lỗi trang như này đủ làm mình buồn cả tuần, và bây giờ nó lặp lại :))",negative
723,"thiết kế bìa:đẹp bìa đẹp, giấy mịn, ổn. nhưng chê ở 1 điểm là trang giấy mỏng và cứ bị nhìn xuyên thấu chữ đọc rất khó chịu. in cứ bị đè chữ trang trước lên trang sau. chê ở điểm này nhé còn tổng thể thì vẫn oke",positive
724,đóng gói chỉ có lớp chống xóc và bao niêm phong nên bị như hình 🥲 tỵt,negative
725,"sách mới giao đã bị nếp ở bìa. khá nhiều lần mua sách ở shopee, lần nào cũng bị tình trạng tương tự. vậy nên vẫn thích mua sách trên tiki hơn, bọc cẩn thận, sách mới tinh, thích hơn.",negative
726,"giao hàng nhanh nhưng mà sách bị móp méo, trầy xước, nhìn như sách cũ í, rất khó chịu",negative
